meeting_id,race_number,pick_type,horse_name,saddlecloth,tip_rank,bet_type,bet_stake,exotic_type,exotic_stake,odds_at_tip,place_odds_at_tip,win_probability,place_probability,value_rating,hit,pnl,settled,is_puntys_pick,sequence_type,sequence_variant,sequence_legs,sequence_start_race,finish_position,win_dividend,place_dividend,current_odds,results_status,exotic_runners
wagga-2026-02-28,6,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 6, 11]"
wagga-2026-02-28,6,selection,"Autumn Break",5,1,place,15.0,,,1.81,1.27,0.62,0.62,1.01,1,0.6,1,1,,,,,3,1.6,1.04,5.3,Paying,
wagga-2026-02-28,6,selection,"Bon Holler",10,2,no_bet,0.0,,,4.9,2.3,0.115,0.3158,0.76,0,0.0,1,0,,,,,2,6.6,1.9,3.7,Paying,
wagga-2026-02-28,6,selection,"Bonnie Murringo",11,3,no_bet,0.0,,,12.0,4.67,0.2,0.1999,1.2,0,0.0,1,0,,,,,4,14.1,3.2,11.5,Paying,
wagga-2026-02-28,6,selection,"Party Boss",6,4,no_bet,0.0,,,17.5,6.5,0.0912,0.1799,3.189,0,0.0,1,0,,,,,5,29.3,6.1,11.5,Paying,
wagga-2026-02-28,7,exotic,,,,,,"Trifecta Box",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[14, 12, 7, 5]"
wagga-2026-02-28,7,selection,"Dantains Prize",14,1,win,15.0,,,7.8,3.27,0.152,0.304,1.47,0,-15.0,1,0,,,,,,6.9,2.1,7.2,Paying,
wagga-2026-02-28,7,selection,Geostorm,7,2,no_bet,0.0,,,8.8,3.6,0.337,0.3373,1.26,0,0.0,1,1,,,,,,12.1,3.5,10.5,Paying,
wagga-2026-02-28,7,big3,"Dantains Prize",14,3,,,,,7.8,,,,,0,0.0,1,0,,,,,,6.9,2.1,7.2,Paying,
wagga-2026-02-28,7,selection,Gustav,5,3,no_bet,0.0,,,14.0,5.33,0.321,0.3206,1.77,0,0.0,1,0,,,,,,19.9,5.0,16.5,Paying,
wagga-2026-02-28,7,selection,Tillman,12,4,no_bet,0.0,,,11.0,4.33,0.1202,0.3744,2.233,0,0.0,1,0,,,,,3,28.4,5.9,21.0,Paying,
wangaratta-2026-02-28,,big3_multi,,,,,,,10.0,,,,,,0,-10.0,1,0,,,,,,,,,,
wangaratta-2026-02-28,,sequence,,,,,,,55.0,,,,,,0,-55.0,1,0,quaddie,smart,"[[9, 5, 1, 14], [4, 3, 7], [11, 5, 1, 9], [5, 6, 3]]",1,,,,,,
wangaratta-2026-02-28,,sequence,,,,,,,45.0,,,,,,0,-45.0,1,0,quaddie,smart,"[[3, 5, 9], [8, 10, 2, 9], [3, 4, 2, 13], [1, 2, 7]]",5,,,,,,
wangaratta-2026-02-28,,sequence,,,,,,,23.0,,,,,,0,-23.0,1,0,big6,smart,"[[11, 5, 1, 4], [5, 6], [3, 5], [8, 10], [3, 4], [1, 2]]",3,,,,,,
wangaratta-2026-02-28,1,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[9, 5]"
wangaratta-2026-02-28,1,big3,"Frosted Amber",9,1,,,,,5.4,,,,,0,0.0,1,0,,,,,3,9.4,2.1,11.0,Paying,
wangaratta-2026-02-28,1,selection,"Frosted Amber",9,1,win,15.0,,,5.4,2.47,0.225,0.909,1.66,0,-15.0,1,0,,,,,3,9.4,2.1,11.0,Paying,
wangaratta-2026-02-28,1,selection,Pillager,5,2,no_bet,0.0,,,34.0,12.0,0.134,0.3021,4.22,0,0.0,1,1,,,,,11,39.7,9.5,130.0,Paying,
wangaratta-2026-02-28,1,selection,"Bill Boulder",1,3,no_bet,0.0,,,44.0,15.33,0.133,0.2392,3.17,0,0.0,1,0,,,,,9,86.1,13.3,85.0,Paying,
wangaratta-2026-02-28,1,selection,Mukatila,15,4,no_bet,0.0,,,8.8,3.6,0.0812,0.0879,1.272,0,0.0,1,0,,,,,4,8.7,2.4,8.4,Paying,
wangaratta-2026-02-28,2,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[7, 4, 3]"
wangaratta-2026-02-28,2,selection,"Kings Domain",7,1,win,15.0,,,2.02,1.34,0.192,0.95,0.47,0,-15.0,1,0,,,,,2,2.7,1.2,3.25,Paying,
wangaratta-2026-02-28,2,selection,"Speed Of Gold",4,2,no_bet,0.0,,,34.0,12.0,0.131,0.1783,2.18,0,0.0,1,0,,,,,9,105.9,13.8,200.0,Paying,
wangaratta-2026-02-28,2,selection,"So Vogue",3,3,no_bet,0.0,,,97.7,14.0,0.086,0.1631,3.67,0,0.0,1,0,,,,,5,7.3,1.7,97.7,Paying,
wangaratta-2026-02-28,2,selection,Kirkhoepasse,12,4,no_bet,0.0,,,3.65,1.88,0.1262,0.8844,0.49,0,0.0,1,1,,,,,3,3.3,1.3,2.88,Paying,
wangaratta-2026-02-28,3,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[11, 5]"
wangaratta-2026-02-28,3,selection,"The Cuban",11,1,win,18.0,,,7.4,3.13,0.203,0.508,1.73,0,-18.0,1,0,,,,,10,8.8,2.5,6.0,Paying,
wangaratta-2026-02-28,3,selection,"Got Out The Fence",1,2,place,7.0,,,2.4,1.47,0.553,0.5529,0.8,1,0.7,1,1,,,,,1,2.5,1.1,2.32,Paying,
wangaratta-2026-02-28,3,selection,"Read My Lips",5,3,no_bet,0.0,,,250.0,84.0,0.113,0.1503,4.45,0,0.0,1,0,,,,,9,93.5,16.4,100.0,Paying,
wangaratta-2026-02-28,3,selection,"Yaki Ishi",4,4,no_bet,0.0,,,12.0,4.67,0.0934,0.2322,2.693,0,0.0,1,0,,,,,13,27.6,7.1,28.0,Paying,
wangaratta-2026-02-28,4,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[5, 6]"
wangaratta-2026-02-28,4,selection,Allinthetiming,5,1,win,18.0,,,4.0,2.0,0.303,0.6782,1.28,0,-18.0,1,0,,,,,4,5.5,2.1,4.9,Paying,
wangaratta-2026-02-28,4,big3,Allinthetiming,5,2,,,,,4.0,,,,,0,0.0,1,0,,,,,4,5.5,2.1,4.9,Paying,
wangaratta-2026-02-28,4,selection,"Lethal Thoughts",3,2,place,7.0,,,6.8,2.93,0.379,0.3787,0.86,1,7.7,1,1,,,,,2,7.7,2.1,10.5,Paying,
wangaratta-2026-02-28,4,selection,"The Shaper",2,3,no_bet,0.0,,,8.8,3.6,0.117,0.2456,1.39,0,0.0,1,0,,,,,3,7.9,1.9,7.6,Paying,
wangaratta-2026-02-28,4,selection,Divazou,6,4,no_bet,0.0,,,8.2,3.4,0.1639,0.3104,1.797,0,0.0,1,0,,,,,,7.7,2.9,8.0,Paying,
wangaratta-2026-02-28,5,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 5, 9]"
wangaratta-2026-02-28,5,selection,"Sir Atlas",3,1,win,12.5,,,2.14,1.38,0.312,0.6722,0.81,1,12.5,1,0,,,,,1,2.0,1.4,2.52,Paying,
wangaratta-2026-02-28,5,selection,"His Finest Hour",5,2,place,7.5,,,3.95,1.98,0.613,0.6129,1.11,0,-7.5,1,1,,,,,5,4.0,1.4,3.6,Paying,
wangaratta-2026-02-28,5,selection,"Fox Appeal",4,3,no_bet,0.0,,,16.0,6.0,0.07,0.2487,1.23,0,0.0,1,0,,,,,4,13.0,2.7,15.0,Paying,
wangaratta-2026-02-28,5,selection,Hellberg,9,4,no_bet,0.0,,,16.0,6.0,0.11,0.1909,1.561,0,0.0,1,0,,,,,10,21.9,4.6,25.0,Paying,
wangaratta-2026-02-28,6,exotic,,,,,,"Exacta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[8, 9, 10, 2]"
wangaratta-2026-02-28,6,selection,"Make It Sweet",8,1,win,18.0,,,4.8,2.27,0.189,0.5169,1.27,0,-18.0,1,0,,,,,4,4.3,1.9,4.8,Paying,
wangaratta-2026-02-28,6,selection,"New York Hurricane",9,2,place,7.0,,,7.0,3.0,0.351,0.3509,1.02,1,7.7,1,1,,,,,1,6.4,2.1,8.0,Paying,
wangaratta-2026-02-28,6,big3,"Make It Sweet",8,3,,,,,4.8,,,,,0,0.0,1,0,,,,,4,4.3,1.9,4.8,Paying,
wangaratta-2026-02-28,6,selection,Slane,10,3,no_bet,0.0,,,14.5,5.5,0.101,0.2677,1.43,0,0.0,1,0,,,,,8,20.2,4.1,21.0,Paying,
wangaratta-2026-02-28,6,selection,Shaiyhar,2,4,no_bet,0.0,,,17.0,6.33,0.0726,0.1444,1.192,0,0.0,1,0,,,,,10,55.7,8.1,50.0,Paying,
wangaratta-2026-02-28,7,exotic,,,,,,Exacta,15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[3, 4]"
wangaratta-2026-02-28,7,selection,"Morthan Efficient",4,1,no_bet,0.0,,,10.5,4.17,0.132,0.2121,0.77,0,0.0,1,1,,,,,3,9.8,2.5,11.0,Paying,
wangaratta-2026-02-28,7,selection,Flashlight,1,2,win,15.0,,,6.8,2.93,0.114,0.5779,0.83,0,-15.0,1,0,,,,,5,5.2,1.8,5.3,Paying,
wangaratta-2026-02-28,7,selection,"Lika Wreckin' Ball",2,3,no_bet,0.0,,,5.8,1.0,0.101,0.1934,0.76,0,0.0,1,0,,,,,9,19.3,4.1,5.8,Paying,
wangaratta-2026-02-28,7,selection,Luckett,3,4,no_bet,0.0,,,8.8,3.6,0.2327,0.4357,1.417,0,0.0,1,0,,,,,7,8.9,2.3,9.4,Paying,
wangaratta-2026-02-28,8,exotic,,,,,,"Trifecta Standout",15.0,,,,,,0,-15.0,1,0,,,,,,,,,Paying,"[1, 2, 7]"
wangaratta-2026-02-28,8,selection,"Greatham Boy",1,1,win,19.0,,,3.95,1.98,0.318,0.6318,0.74,1,41.8,1,0,,,,,1,3.2,1.5,4.2,Paying,
wangaratta-2026-02-28,8,selection,Zemgrinda,2,2,place,6.0,,,3.4,1.8,0.434,0.4339,0.59,0,-6.0,1,1,,,,,8,3.4,1.5,3.55,Paying,
wangaratta-2026-02-28,8,selection,Turnaquid,10,3,no_bet,0.0,,,38.1,16.0,0.076,0.1917,2.33,0,0.0,1,0,,,,,3,6.5,1.8,8.8,Paying,
wangaratta-2026-02-28,8,selection,Tatsu,7,4,no_bet,0.0,,,12.5,4.83,0.1099,0.6023,1.978,0,0.0,1,0,,,,,2,18.8,3.6,18.0,Paying,
