meetings.name,meetings.bfExchangeEventId,meetings.races.bfExchangeMarketId,meetings.races.name,meetings.races.number,meetings.races.comment,meetings.races.runners.bfExchangeSelectionId,meetings.races.runners.name,meetings.races.runners.number,meetings.races.runners.ratedPrice,meetings.races.runners.early_speed
Bendigo,35337140,1.254831411,R1 425m Gr7,1,,95880860,Biscottino,1,6.46,Unknown
Bendigo,35337140,1.254831411,R1 425m Gr7,1,,89267245,Lady Ness,2,7.12,0.4043779787156374
Bendigo,35337140,1.254831411,R1 425m Gr7,1,,95880861,Jilliby Pixie,4,9.19,Unknown
Bendigo,35337140,1.254831411,R1 425m Gr7,1,,95880862,Pilot Prince,5,6.48,0.5162915918574292
Bendigo,35337140,1.254831411,R1 425m Gr7,1,,95880863,Holly Blue Girl,7,23.65,0.3405152407991556
Bendigo,35337140,1.254831411,R1 425m Gr7,1,,95880864,Sekola Blue,8,2.5,0.6619639271183726
Bendigo,35337140,1.254831456,R10 425m Gr5,10,,84473454,Thai Tiger,1,3.33,0.5458035052801334
Bendigo,35337140,1.254831456,R10 425m Gr5,10,,69463423,In A Bit,2,10.84,0.5862699121798384
Bendigo,35337140,1.254831456,R10 425m Gr5,10,,90569597,Go Boy,4,5.75,0.48390483457581046
Bendigo,35337140,1.254831456,R10 425m Gr5,10,,81520408,Paw Uella,5,2.79,0.6968847889096428
Bendigo,35337140,1.254831456,R10 425m Gr5,10,,58883282,Hollywood Franky,8,13.26,0.5325540589641505
Bendigo,35337140,1.254831461,R11 425m Gr5,11,,77428833,Paw Ucarty,1,5.86,0.6322094431468457
Bendigo,35337140,1.254831461,R11 425m Gr5,11,,78231834,Raven Force,2,8.5,0.3623054335963727
Bendigo,35337140,1.254831461,R11 425m Gr5,11,,85018771,Sunny Stride,4,9.59,0.40063765093557585
Bendigo,35337140,1.254831461,R11 425m Gr5,11,,84734013,Paw Enna,5,9.07,0.5795339688019281
Bendigo,35337140,1.254831461,R11 425m Gr5,11,,77465370,Goosebumps Rico,7,4.58,0.6435791488727769
Bendigo,35337140,1.254831461,R11 425m Gr5,11,,73404619,Nalas Ghost,8,3.59,0.6239613245635758
Bendigo,35337140,1.254831466,R12 425m Gr5,12,,92997362,Lakeview Mitch,1,4.16,0.4647842045323172
Bendigo,35337140,1.254831466,R12 425m Gr5,12,,69830128,Paw Larry,2,4.55,0.5515330947750914
Bendigo,35337140,1.254831466,R12 425m Gr5,12,,75047265,Collinda Pops,4,6.86,0.6052166294715102
Bendigo,35337140,1.254831466,R12 425m Gr5,12,,82788685,Key Begonia,5,29.1,0.34008256979903806
Bendigo,35337140,1.254831466,R12 425m Gr5,12,,83868679,Paw Hazeldon,7,3.97,0.5381949413054699
Bendigo,35337140,1.254831466,R12 425m Gr5,12,,84146810,Hectic Harry,8,9.26,0.6895462228204674
Bendigo,35337140,1.254831416,R2 425m Gr6,2,,91027723,Ivory Panke,1,4.5,0.6730592497336318
Bendigo,35337140,1.254831416,R2 425m Gr6,2,,89265944,Aunty Cheryl,2,6.83,0.6442989819943299
Bendigo,35337140,1.254831416,R2 425m Gr6,2,,85181258,Urana Orbit,4,5.37,0.4360526668544511
Bendigo,35337140,1.254831416,R2 425m Gr6,2,,90799592,Kid Gulla,6,2.75,0.5460195961986567
Bendigo,35337140,1.254831416,R2 425m Gr6,2,,88429579,Miss Lucy,8,12.21,0.6561775225439189
Bendigo,35337140,1.254831421,R3 425m Heat,3,,91485623,Hyland Azula,1,9.21,0.700509401688969
Bendigo,35337140,1.254831421,R3 425m Heat,3,,5519771,Black Marvel,2,2.66,0.7446260094989088
Bendigo,35337140,1.254831421,R3 425m Heat,3,,92390406,Surging,4,7.09,0.6574287312208786
Bendigo,35337140,1.254831421,R3 425m Heat,3,,73720597,Test Drive,5,7.75,0.4345892394553016
Bendigo,35337140,1.254831421,R3 425m Heat,3,,92241981,Rattler,8,4.07,0.7046388967856905
Bendigo,35337140,1.254831426,R4 425m Heat,4,,91693146,Scott Ephraim,1,8.61,0.6316887377968401
Bendigo,35337140,1.254831426,R4 425m Heat,4,,93168471,Pennys Legacy,2,22.29,0.8370368458214458
Bendigo,35337140,1.254831426,R4 425m Heat,4,,95880865,Greysynd Clyde,4,3.27,0.8502215342975745
Bendigo,35337140,1.254831426,R4 425m Heat,4,,5531361,Graffiti,5,11.88,0.501076684701294
Bendigo,35337140,1.254831426,R4 425m Heat,4,,90850028,Bonnie Blitz,7,2.46,0.7168825216522822
Bendigo,35337140,1.254831426,R4 425m Heat,4,,87250725,Sir Trenton,8,23.57,0.5999211037082585
Bendigo,35337140,1.254831431,R5 425m Gr5,5,,74573838,Lamia Nonna Mary,1,11.18,0.7883004597685158
Bendigo,35337140,1.254831431,R5 425m Gr5,5,,94061687,Ivory Hamada,2,4.75,0.5706525178308227
