meetings.name,meetings.bfExchangeEventId,meetings.races.bfExchangeMarketId,meetings.races.name,meetings.races.number,meetings.races.comment,meetings.races.runners.bfExchangeSelectionId,meetings.races.runners.name,meetings.races.runners.number,meetings.races.runners.ratedPrice,meetings.races.runners.early_speed
Gawler,35348289,1.254988038,R1 400m Gr6,1,,87808123,Mountain Hawk,1,14.42,0.3855564275035797
Gawler,35348289,1.254988038,R1 400m Gr6,1,,95931193,Wizard Warrior,2,4.94,0.42358102501271605
Gawler,35348289,1.254988038,R1 400m Gr6,1,,95931194,Ribery,4,2.44,0.6005395488267069
Gawler,35348289,1.254988038,R1 400m Gr6,1,,94616358,Protege,5,6.63,0.5878209327633883
Gawler,35348289,1.254988038,R1 400m Gr6,1,,89931703,Not The Gravy,7,38.49,0.3871739115280309
Gawler,35348289,1.254988038,R1 400m Gr6,1,,2111795,Watch And See,8,7.09,Unknown
Gawler,35348289,1.254988083,R10 400m Heat,10,,87497346,Smooth Paradise,1,10.41,0.5113225066454234
Gawler,35348289,1.254988083,R10 400m Heat,10,,60348118,Lockaba Rocket,2,15.83,0.45885168947288746
Gawler,35348289,1.254988083,R10 400m Heat,10,,77085811,Red Emperor,4,2.93,0.5677115345038732
Gawler,35348289,1.254988083,R10 400m Heat,10,,89110970,Trophy Darts,5,5.2,0.3639396120778573
Gawler,35348289,1.254988083,R10 400m Heat,10,,59917963,Amron Tiger,7,5.04,0.38914214908213796
Gawler,35348289,1.254988083,R10 400m Heat,10,,70666290,Forgotten Fury,8,9.13,0.7418831655127321
Gawler,35348289,1.254988088,R11 400m Heat,11,,74339594,Todds Luka,1,5.32,0.4782674042103494
Gawler,35348289,1.254988088,R11 400m Heat,11,,72097039,National Grid,2,5.75,0.38173908049834093
Gawler,35348289,1.254988088,R11 400m Heat,11,,73221877,Sebon Bolt,4,6.1,0.4027019682015804
Gawler,35348289,1.254988088,R11 400m Heat,11,,58635167,Jukebox Duke,5,4.98,0.6235588539541034
Gawler,35348289,1.254988088,R11 400m Heat,11,,83835940,Waikarie Koby,7,7.41,0.6201638679955211
Gawler,35348289,1.254988088,R11 400m Heat,11,,67532466,Zara Turbo,8,7.22,0.4212942460485499
Gawler,35348289,1.254988043,R2 400m Gr6,2,,92677172,Messina Miss,1,1.65,0.479201952488831
Gawler,35348289,1.254988043,R2 400m Gr6,2,,88769880,Elegant Flint,2,17.26,0.41538994803576273
Gawler,35348289,1.254988043,R2 400m Gr6,2,,81522743,Rock On Bub,4,11.77,0.4942824302720465
Gawler,35348289,1.254988043,R2 400m Gr6,2,,95931195,Error Code,6,9.23,0.5190721464255746
Gawler,35348289,1.254988043,R2 400m Gr6,2,,90759135,Black Eyed Girl,8,6.96,0.5171755854093141
Gawler,35348289,1.254988048,R3 400m Gr6,3,,83991228,Aston Baker,1,14.5,0.45586651747178253
Gawler,35348289,1.254988048,R3 400m Gr6,3,,91028516,Jazzy Boo,2,5.61,0.5428459601921407
Gawler,35348289,1.254988048,R3 400m Gr6,3,,87990285,Nod Feeny,4,2.0,0.6002004207560674
Gawler,35348289,1.254988048,R3 400m Gr6,3,,67078028,Jason Rose,6,4.74,0.44890857131867745
Gawler,35348289,1.254988048,R3 400m Gr6,3,,75760382,Road Less Travel,8,23.82,0.5396890816874338
Gawler,35348289,1.254988053,R4 531m Final,4,,95303317,Equivocal,1,3.38,0.671861767371894
Gawler,35348289,1.254988053,R4 531m Final,4,,4725762,Algorithm,3,4.06,0.42569803102814363
Gawler,35348289,1.254988053,R4 531m Final,4,,91486220,Shes A Jumbo,5,2.44,0.49530597291844575
Gawler,35348289,1.254988053,R4 531m Final,4,,95931196,Bristol Moss,7,20.3,0.3839660668669335
Gawler,35348289,1.254988058,R5 531m Gr4/5,5,,81892505,Utter Madness,1,1.75,0.5538176320351195
Gawler,35348289,1.254988058,R5 531m Gr4/5,5,,71512196,Rickis Burner,2,8.78,0.4806366127673045
Gawler,35348289,1.254988058,R5 531m Gr4/5,5,,72276549,Jan Hewett,4,17.62,0.5479840878667641
Gawler,35348289,1.254988058,R5 531m Gr4/5,5,,22935161,Billions,6,4.39,0.4401348086208525
Gawler,35348289,1.254988058,R5 531m Gr4/5,5,,70705125,Boom Boom Jack,8,32.52,0.6652776118805803
Gawler,35348289,1.254988063,R6 400m Rest,6,,83381466,Stella Swift,1,2.99,0.5305857689975556
Gawler,35348289,1.254988063,R6 400m Rest,6,,84779293,Miniature Fury,2,9.88,0.5807747299861804
Gawler,35348289,1.254988063,R6 400m Rest,6,,83870222,Phylloxera Fury,4,12.77,0.3963590556395065
Gawler,35348289,1.254988063,R6 400m Rest,6,,90458032,Sebon Knight,5,6.18,0.5016281702013036
Gawler,35348289,1.254988063,R6 400m Rest,6,,88113585,Life Of Riley,7,5.06,0.49011577365838566
Gawler,35348289,1.254988063,R6 400m Rest,6,,95303309,Brink And Back,8,7.93,0.3440542307429763
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,75482267,Frenzy Attack,1,6.37,0.6140215327077924
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,83986050,Carry On Natasha,2,4.28,0.5516803608316116
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,87456326,Loving It Sweet,3,2.7,0.7054122057076483
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,59995459,Split Vision,4,35.88,0.4005916227682408
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,74301048,Breaker Of Rules,6,12.97,0.7181434864512316
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,73179316,Terrific Baz,7,8.22,0.6027507206798793
Gawler,35348289,1.254988068,R7 400m Gr3/4/5,7,,62990553,Bella Mac,8,84.35,0.533790153183962
Gawler,35348289,1.254988073,R8 400m Gr5,8,,70422122,Cabao Marble,1,10.25,0.4581697709369398
Gawler,35348289,1.254988073,R8 400m Gr5,8,,87096497,Isabellas Blitz,2,3.39,0.44696902792929843
Gawler,35348289,1.254988073,R8 400m Gr5,8,,84473453,Ouzo And Coke,3,49.12,0.5191292423483469
Gawler,35348289,1.254988073,R8 400m Gr5,8,,89393512,Adhana Annie,4,16.04,0.5864929099240968
Gawler,35348289,1.254988073,R8 400m Gr5,8,,88466171,Rippin Pedro,5,8.21,0.6775852991785651
Gawler,35348289,1.254988073,R8 400m Gr5,8,,92461107,Rhinestone,6,3.93,0.7211996261143445
Gawler,35348289,1.254988073,R8 400m Gr5,8,,77340791,Indie Or Jill,7,40.25,0.5356792148192012
Gawler,35348289,1.254988073,R8 400m Gr5,8,,71618339,Dakota Shine,8,8.08,0.6320152039129917
Gawler,35348289,1.254988078,R9 400m Heat,9,,70822329,Allinga Mercury,1,6.83,0.5435022783861749
Gawler,35348289,1.254988078,R9 400m Heat,9,,49244539,Prime Of Life,2,6.3,0.3951127412408636
Gawler,35348289,1.254988078,R9 400m Heat,9,,61219334,My Rusty Halo,4,2.98,0.7422093557527905
Gawler,35348289,1.254988078,R9 400m Heat,9,,61337743,Wirrulla Melvy,6,3.33,0.6181197045631012
Gawler,35348289,1.254988078,R9 400m Heat,9,,80330444,Arrow Mac,8,16.91,0.6421998827677902
Maitland,35348290,1.254988367,R1 400m Mdn,1,,95386234,Monsoon Ethics,1,3.25,0.40358058693821186
Maitland,35348290,1.254988367,R1 400m Mdn,1,,92117305,Wizard King,4,3.62,0.5094486709295242
Maitland,35348290,1.254988367,R1 400m Mdn,1,,95920405,Zipping Holly,5,6.76,0.6053043980896178
Maitland,35348290,1.254988367,R1 400m Mdn,1,,95920406,Stereophonic,7,4.56,0.41106561320594803
Maitland,35348290,1.254988367,R1 400m Mdn,1,,93321438,Tennessee Flyer,8,20.69,0.3802264057396788
Maitland,35348290,1.254988412,R10 400m Gr5,10,,73103780,Not Clifford,1,23.32,0.5713603846140112
Maitland,35348290,1.254988412,R10 400m Gr5,10,,92966218,Goldilocks Gort,2,39.48,0.3307178024663473
Maitland,35348290,1.254988412,R10 400m Gr5,10,,95345322,Exquisite Ethics,3,12.73,0.5444815575197709
Maitland,35348290,1.254988412,R10 400m Gr5,10,,95920415,Parisian Jet,4,9.17,0.6427258744194001
Maitland,35348290,1.254988412,R10 400m Gr5,10,,76707719,Glass Of Gold,6,410.91,0.3484396783744985
Maitland,35348290,1.254988412,R10 400m Gr5,10,,87206663,Mojave,7,4.61,0.793113729090579
Maitland,35348290,1.254988412,R10 400m Gr5,10,,95920416,Federal Harry,8,1.91,0.7774960048864774
Maitland,35348290,1.254988417,R11 400m Gr5,11,,56905792,Good Luck Buck,1,18.13,0.28999056758829206
Maitland,35348290,1.254988417,R11 400m Gr5,11,,67857358,Elite Koda,3,9.07,0.503428701919076
Maitland,35348290,1.254988417,R11 400m Gr5,11,,70323582,Iron Lady,4,3.17,0.37961116414385376
Maitland,35348290,1.254988417,R11 400m Gr5,11,,59047198,Sons Of Barry,5,19.33,0.37915573015755205
