meetings.name,meetings.bfExchangeEventId,meetings.races.bfExchangeMarketId,meetings.races.name,meetings.races.number,meetings.races.comment,meetings.races.runners.bfExchangeSelectionId,meetings.races.runners.name,meetings.races.runners.number,meetings.races.runners.ratedPrice,meetings.races.runners.early_speed
Bendigo,35408557,1.255752544,R10 425m Rest,10,,86275772,Wheres Huntly,1,3.22,0.49504107629458793
Bendigo,35408557,1.255752544,R10 425m Rest,10,,82605363,One Strange Unit,2,14.96,0.5611329241071052
Bendigo,35408557,1.255752544,R10 425m Rest,10,,89592427,Ivory Ramen,3,5.78,0.2540837820431515
Bendigo,35408557,1.255752544,R10 425m Rest,10,,91061282,Cool Freddy,4,19.74,0.25659898827907085
Bendigo,35408557,1.255752544,R10 425m Rest,10,,90326546,Greysynd Bonnie,6,3.61,0.41632982913283245
Bendigo,35408557,1.255752544,R10 425m Rest,10,,66033487,Little Tic,7,13.32,0.41330519329707116
Bendigo,35408557,1.255752544,R10 425m Rest,10,,64343557,Autumn Angel,8,21.14,0.3040915633095574
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,79524793,Him Tarzan,1,4.23,0.47978100916399113
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,54340000,Broombrae Fritz,2,5.18,0.5147697694621562
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,62476066,Nickleby Action,3,3.88,0.47092614042043424
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,70822357,Reality Pie,4,26.84,0.14286934472549234
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,71436621,Smiling Bee,6,13.07,0.5571685838565759
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,69932781,Beast Power,7,15.78,0.45441908600322356
Bendigo,35408557,1.255752547,R11 425m Gr5,11,,92390399,Jacky Son,8,7.38,0.6609406133164639
Bendigo,35408557,1.255752550,R12 425m Gr5,12,,73643848,Zero Monster,1,4.83,0.39274048459654565
Bendigo,35408557,1.255752550,R12 425m Gr5,12,,78085302,Tipsy Turtle,2,4.71,0.6684417481535281
Bendigo,35408557,1.255752550,R12 425m Gr5,12,,74301082,Nickys Secret,3,11.2,0.27725412708715946
Bendigo,35408557,1.255752550,R12 425m Gr5,12,,64318781,Quantum Master,4,14.34,0.5103840949889907
Bendigo,35408557,1.255752550,R12 425m Gr5,12,,83834933,Dernancourt,5,4.75,0.6215809375599547
