meetings.name,meetings.bfExchangeEventId,meetings.races.bfExchangeMarketId,meetings.races.name,meetings.races.number,meetings.races.comment,meetings.races.runners.bfExchangeSelectionId,meetings.races.runners.name,meetings.races.runners.number,meetings.races.runners.ratedPrice,meetings.races.runners.early_speed
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,94060607,Alfie Aardvark,1,16.07,0.47932091849352393
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,89921983,Annies Regret,2,5.94,0.7626408949802737
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,95660487,Bella Bluefin,3,10.4,0.49754911829952264
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,92390502,Wheres The Gold,4,26.63,0.17378958915483458
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,94736350,Flying Skipper,6,2.26,0.5560958905873494
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,95660488,Gray Grouper,7,10.87,Unknown
Ballarat,35321545,1.254642726,R1 390m Mdn,1,,95660489,Slow Range,8,9.86,Unknown
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,84182849,Hunterview Lad,1,4.84,0.6982281047632837
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,95660498,So He Thinks,2,5.72,0.6818150275229866
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,75759917,Trespassing,3,42.52,0.4656421158176217
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,95660499,Mother Georgia,4,3.49,0.821391960317398
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,91204370,Gas And Dust,5,7.93,0.40831732416144373
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,79803665,How Amazing,6,17.2,0.48655254427189665
Ballarat,35321545,1.254642771,R10 450m Gr4/5,10,,91117259,Alacrity Dave,8,8.03,0.35022485905859707
Ballarat,35321545,1.254642776,R11 390m Gr4/5,11,,92418356,Westerns Nasiah,1,7.37,0.7726674158214228
Ballarat,35321545,1.254642776,R11 390m Gr4/5,11,,73953348,Naughty Norm,2,3.01,0.7883622803247814
Ballarat,35321545,1.254642776,R11 390m Gr4/5,11,,95660501,Galloping Happy,4,3.04,0.882838997773334
Ballarat,35321545,1.254642776,R11 390m Gr4/5,11,,91432197,Sarsaparilla Kid,7,8.91,0.8370747391004081
Ballarat,35321545,1.254642776,R11 390m Gr4/5,11,,75084493,Paw Rival,8,10.96,0.8179246439696776
Ballarat,35321545,1.254642781,R12 390m Gr5,12,,66295738,Breakdown,1,8.46,0.5390189381523265
Ballarat,35321545,1.254642781,R12 390m Gr5,12,,80720317,Good Odds Mario,2,5.97,0.6567198555252457
Ballarat,35321545,1.254642781,R12 390m Gr5,12,,75798678,Out Of Elite,4,4.31,0.5668874290306216
Ballarat,35321545,1.254642781,R12 390m Gr5,12,,91062954,Night Sharid,5,7.9,0.45053510508263783
Ballarat,35321545,1.254642781,R12 390m Gr5,12,,80935376,Paw Yale,7,13.21,0.24711142530141006
Ballarat,35321545,1.254642781,R12 390m Gr5,12,,83378688,Donkey Fly,8,3.57,0.6799842888673331
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,69067311,Paw Larry,1,8.33,0.563720558720757
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,76707139,Paw Hull,2,23.2,0.4069975402917242
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,62686505,Kaluna Chaos,3,5.79,0.5007218788772045
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,65947345,Nikita Bale,4,6.21,0.2490124935165665
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,74745255,No Bad Deed,6,3.68,0.6990338072401592
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,66487450,Santorini Bale,7,31.23,0.32535884853115404
Ballarat,35321545,1.254642786,R13 390m Gr5,13,,77340281,Sumo Smash,8,5.01,0.3878668174076271
Ballarat,35321545,1.254642731,R2 390m Gr7,2,,95660490,Amron Lucy,1,2.04,0.6034952299800894
Ballarat,35321545,1.254642731,R2 390m Gr7,2,,95660491,Holly Blue Girl,2,22.58,0.33131278923698515
Ballarat,35321545,1.254642731,R2 390m Gr7,2,,79022245,Hannas Avatar,4,33.54,0.4914662707847034
Ballarat,35321545,1.254642731,R2 390m Gr7,2,,95660492,Three Votes Nick,5,10.77,0.5709888291514293
Ballarat,35321545,1.254642731,R2 390m Gr7,2,,90850017,Barooga King,7,4.3,0.7675289169572271
Ballarat,35321545,1.254642731,R2 390m Gr7,2,,95660493,Paw Ezra,8,9.15,0.7907175490472462
Ballarat,35321545,1.254642736,R3 390m Rest,3,,85587620,Kaia Got Square,1,17.73,0.4490453910497554
Ballarat,35321545,1.254642736,R3 390m Rest,3,,88375996,Blackpool Iris,2,5.27,0.9068855131877945
Ballarat,35321545,1.254642736,R3 390m Rest,3,,94921236,Lochinvar Thor,4,5.44,0.6772751351186496
Ballarat,35321545,1.254642736,R3 390m Rest,3,,95660494,Wyong Knoxville,5,30.22,0.6894419628615787
Ballarat,35321545,1.254642736,R3 390m Rest,3,,95024125,Relax Mate,7,4.75,0.8252784344789768
Ballarat,35321545,1.254642736,R3 390m Rest,3,,95660495,Chevron Stroll,8,3.06,0.7902714791359982
Ballarat,35321545,1.254642741,R4 450m Heat,4,,88707394,Robinson,1,4.56,0.7742516375116042
Ballarat,35321545,1.254642741,R4 450m Heat,4,,89625084,Aston Summit,2,8.76,0.8742902855424168
Ballarat,35321545,1.254642741,R4 450m Heat,4,,80180371,Im Fabulous,3,15.68,Unknown
Ballarat,35321545,1.254642741,R4 450m Heat,4,,87095560,Paw Zevon,4,16.04,0.7664472200669947
Ballarat,35321545,1.254642741,R4 450m Heat,4,,79739572,Doongalla Rocket,6,10.29,0.6626016281457268
Ballarat,35321545,1.254642741,R4 450m Heat,4,,85445785,Highly Connected,7,18.78,0.7321123820229126
Ballarat,35321545,1.254642741,R4 450m Heat,4,,4201740,Off The Chart,8,2.57,0.9350481225433669
Ballarat,35321545,1.254642746,R5 450m Heat,5,,95387032,Flying Ducati,1,3.56,0.71852192267959
Ballarat,35321545,1.254642746,R5 450m Heat,5,,78001657,Shima Sand,2,14.71,0.45437470981827155
Ballarat,35321545,1.254642746,R5 450m Heat,5,,82857897,Dear Carla Lou,3,5.57,0.86447332337153
Ballarat,35321545,1.254642746,R5 450m Heat,5,,92996340,Paw Matic,4,3.77,0.8085300263377226
Ballarat,35321545,1.254642746,R5 450m Heat,5,,91062655,Analyzation,6,6.85,0.9147531244856482
Ballarat,35321545,1.254642746,R5 450m Heat,5,,86821394,Flat Out Freddy,8,16.5,0.7579018806410803
Ballarat,35321545,1.254642751,R6 450m Heat,6,,89018283,Never Ever Late,1,6.43,0.6317390462960946
Ballarat,35321545,1.254642751,R6 450m Heat,6,,74539268,Paw Ultra,2,20.04,0.5470691958388558
Ballarat,35321545,1.254642751,R6 450m Heat,6,,76962019,Gold Force,3,3.37,0.688738190462753
Ballarat,35321545,1.254642751,R6 450m Heat,6,,95660497,Gold Tag,4,22.29,0.3986532519338838
Ballarat,35321545,1.254642751,R6 450m Heat,6,,80895206,Doongalla Pedro,5,25.48,0.5619938457326181
Ballarat,35321545,1.254642751,R6 450m Heat,6,,82046984,Galento,6,6.95,0.7846818449153051
Ballarat,35321545,1.254642751,R6 450m Heat,6,,91748503,Slick Badger,7,12.79,0.581000052508818
Ballarat,35321545,1.254642751,R6 450m Heat,6,,84374742,Taw Galaxy,8,5.21,0.7816154203277598
Ballarat,35321545,1.254642756,R7 450m Heat,7,,81016721,Tribeca,1,3.81,0.6465535061114149
Ballarat,35321545,1.254642756,R7 450m Heat,7,,67401425,Summer Kobie,2,8.42,0.7001085532195432
Ballarat,35321545,1.254642756,R7 450m Heat,7,,75966829,Solicit,3,7.55,0.7731999370381232
Ballarat,35321545,1.254642756,R7 450m Heat,7,,76573833,Appenzell,4,3.98,0.3165346400841786
Ballarat,35321545,1.254642756,R7 450m Heat,7,,66487378,Flying Envy,5,44.42,0.5347193603252354
Ballarat,35321545,1.254642756,R7 450m Heat,7,,79258593,Doongalla Jessie,6,9.06,0.7110696512396946
