race_id,exotic_results
caulfield-2026-02-21-r5,"{""quinella"": ""2.50"", ""exacta"": ""2.30"", ""quinella place 1"": ""1.60"", ""quinella place 2"": ""6.70"", ""quinella place 3"": ""11.30"", ""trifecta"": ""40.10""}"
caulfield-2026-02-21-r9,"{""quinella"": ""76.00"", ""exacta"": ""110.00"", ""quinella place 1"": ""20.40"", ""quinella place 2"": ""21.70"", ""quinella place 3"": ""11.10"", ""trifecta"": ""853.50""}"
caulfield-2026-02-21-r10,"{""quinella"": ""11.60"", ""exacta"": ""27.20"", ""quinella place 1"": ""4.80"", ""quinella place 2"": ""3.80"", ""daily double"": ""66.00"", ""quinella place 3"": ""3.10"", ""treble"": ""498.10"", ""trifecta"": ""76.80"", ""quaddie"": ""1642.30""}"
caulfield-2026-02-21-r7,"{""quinella"": ""74.10"", ""exacta"": ""127.00"", ""quinella place 1"": ""17.20"", ""quinella place 2"": ""2.30"", ""quinella place 3"": ""8.60"", ""trifecta"": ""317.50""}"
caulfield-2026-02-21-r6,"{""quinella place 1"": ""2.80"", ""quinella place 2"": ""22.00"", ""quinella"": ""148.90"", ""exacta"": ""116.00"", ""quinella place 3"": ""31.80"", ""early quaddie"": ""194.90"", ""trifecta"": ""642.40""}"
caulfield-2026-02-21-r8,"{""quinella place 1"": ""4.90"", ""quinella"": ""21.80"", ""exacta"": ""60.30"", ""quinella place 2"": ""8.90"", ""quinella place 3"": ""10.10"", ""trifecta"": ""255.30""}"
yarra-glen-2026-02-21-r1,"{""quinella place 1"": ""7.90"", ""quinella place 2"": ""8.70"", ""quinella"": ""12.60"", ""exacta"": ""25.70"", ""quinella place 3"": ""5.80"", ""trifecta"": ""123.60""}"
yarra-glen-2026-02-21-r2,"{""quinella place 1"": ""10.10"", ""quinella"": ""13.60"", ""exacta"": ""39.30"", ""quinella place 2"": ""6.20"", ""quinella place 3"": ""12.80"", ""trifecta"": ""241.20""}"
yarra-glen-2026-02-21-r4,"{""quinella"": ""75.90"", ""exacta"": ""107.50"", ""quinella place 1"": ""21.30"", ""quinella place 2"": ""4.00"", ""quinella place 3"": ""10.20"", ""trifecta"": ""477.30"", ""early quaddie"": ""1457.50""}"
yarra-glen-2026-02-21-r3,"{""quinella"": ""49.70"", ""exacta"": ""54.00"", ""quinella place 1"": ""11.40"", ""quinella place 2"": ""4.90"", ""quinella place 3"": ""3.10"", ""trifecta"": ""219.00""}"
yarra-glen-2026-02-21-r7,"{""daily double"": ""135.00"", ""quinella place 1"": ""8.10"", ""quinella place 2"": ""3.20"", ""quinella"": ""43.40"", ""exacta"": ""88.90"", ""quinella place 3"": ""12.20"", ""treble"": ""1446.80"", ""quaddie"": ""6353.70"", ""trifecta"": ""441.20""}"
yarra-glen-2026-02-21-r5,"{""quinella"": ""26.50"", ""exacta"": ""93.30"", ""quinella place 1"": ""9.90"", ""quinella place 2"": ""2.90"", ""quinella place 3"": ""8.90"", ""trifecta"": ""217.30""}"
yarra-glen-2026-02-21-r6,"{""quinella"": ""20.10"", ""exacta"": ""62.70"", ""quinella place 1"": ""8.70"", ""quinella place 2"": ""18.50"", ""quinella place 3"": ""19.60"", ""trifecta"": ""570.10""}"
morphettville-2026-02-21-r1,"{""quinella"": ""4.80"", ""exacta"": ""8.70"", ""trifecta"": ""19.70""}"
morphettville-2026-02-21-r2,"{""quinella place 1"": ""4.20"", ""quinella place 2"": ""2.50"", ""quinella"": ""5.50"", ""exacta"": ""9.30"", ""quinella place 3"": ""2.60"", ""trifecta"": ""34.20""}"
morphettville-2026-02-21-r4,"{""quinella"": ""11.90"", ""exacta"": ""43.20"", ""quinella place 1"": ""7.30"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""13.70"", ""trifecta"": ""231.20""}"
morphettville-2026-02-21-r3,"{""quinella"": ""13.30"", ""exacta"": ""21.60"", ""quinella place 1"": ""4.90"", ""quinella place 2"": ""37.70"", ""quinella place 3"": ""45.20"", ""trifecta"": ""441.90""}"
morphettville-2026-02-21-r5,"{""quinella place 1"": ""6.30"", ""quinella"": ""1.80"", ""exacta"": ""3.00"", ""quinella place 2"": ""1.20"", ""quinella place 3"": ""7.80"", ""trifecta"": ""19.20"", ""early quaddie"": ""958.60""}"
morphettville-2026-02-21-r7,"{""quinella"": ""148.20"", ""exacta"": ""410.70"", ""quinella place 1"": ""50.50"", ""quinella place 2"": ""12.40"", ""quinella place 3"": ""74.10"", ""trifecta"": ""3963.50""}"
morphettville-2026-02-21-r8,"{""quinella place 1"": ""36.00"", ""quinella place 2"": ""3.50"", ""quinella"": ""108.40"", ""exacta"": ""211.00"", ""quinella place 3"": ""24.80"", ""trifecta"": ""1442.70""}"
morphettville-2026-02-21-r9,"{""quinella"": ""22.90"", ""exacta"": ""39.50"", ""quinella place 1"": ""8.20"", ""quinella place 2"": ""4.70"", ""daily double"": ""573.40"", ""quinella place 3"": ""3.80"", ""trifecta"": ""161.70"", ""treble"": ""10158.30"", ""quaddie"": ""205750.00""}"
morphettville-2026-02-21-r6,"{""quinella place 1"": ""5.60"", ""quinella"": ""31.40"", ""exacta"": ""76.20"", ""quinella place 2"": ""9.30"", ""quinella place 3"": ""18.70"", ""trifecta"": ""421.40""}"
ascot-2026-02-21-r1,"{""quinella place 1"": ""3.00"", ""quinella place 2"": ""1.80"", ""quinella"": ""6.70"", ""exacta"": ""10.60"", ""quinella place 3"": ""1.90"", ""trifecta"": ""35.20""}"
ascot-2026-02-21-r2,"{""quinella place 1"": ""2.90"", ""quinella place 2"": ""66.00"", ""quinella"": ""71.10"", ""exacta"": ""89.30"", ""quinella place 3"": ""32.60"", ""trifecta"": ""457.70""}"
ascot-2026-02-21-r5,"{""quinella"": ""2.30"", ""exacta"": ""5.10"", ""quinella place 1"": ""1.80"", ""quinella place 2"": ""8.50"", ""quinella place 3"": ""5.00"", ""trifecta"": ""34.80"", ""early quaddie"": ""90.50""}"
ascot-2026-02-21-r4,"{""quinella"": ""85.80"", ""exacta"": ""118.00"", ""quinella place 1"": ""19.00"", ""quinella place 2"": ""15.90"", ""quinella place 3"": ""176.40"", ""trifecta"": ""2054.30""}"
ascot-2026-02-21-r3,"{""quinella"": ""22.90"", ""exacta"": ""18.90"", ""quinella place 1"": ""18.60"", ""quinella place 2"": ""13.40"", ""quinella place 3"": ""11.10"", ""trifecta"": ""253.10""}"
ascot-2026-02-21-r8,"{""quinella place 1"": ""61.80"", ""quinella place 2"": ""264.20"", ""quinella"": ""1316.00"", ""exacta"": ""3480.50"", ""quinella place 3"": ""310.50"", ""trifecta"": ""24665.00""}"
ascot-2026-02-21-r7,"{""quinella"": ""16.30"", ""exacta"": ""40.80"", ""quinella place 1"": ""7.60"", ""quinella place 2"": ""10.90"", ""quinella place 3"": ""8.50"", ""trifecta"": ""435.30""}"
ascot-2026-02-21-r6,"{""quinella place 1"": ""9.80"", ""quinella place 2"": ""24.00"", ""quinella"": ""5.80"", ""exacta"": ""7.80"", ""quinella place 3"": ""2.60"", ""trifecta"": ""131.10""}"
ascot-2026-02-21-r9,"{""quaddie"": ""50113.80""}"
tuncurry-2026-02-21-r1,"{""quinella"": ""7.00"", ""exacta"": ""10.60"", ""trifecta"": ""21.10""}"
tuncurry-2026-02-21-r2,"{""quinella place 1"": ""1.90"", ""quinella place 2"": ""2.50"", ""quinella"": ""9.80"", ""exacta"": ""11.10"", ""quinella place 3"": ""2.80"", ""trifecta"": ""28.90""}"
tuncurry-2026-02-21-r4,"{""quinella place 1"": ""2.40"", ""quinella"": ""11.50"", ""exacta"": ""23.00"", ""quinella place 2"": ""3.80"", ""quinella place 3"": ""3.80"", ""trifecta"": ""61.50"", ""early quaddie"": ""203.00""}"
tuncurry-2026-02-21-r5,"{""quinella place 1"": ""6.20"", ""quinella"": ""22.70"", ""exacta"": ""36.80"", ""quinella place 2"": ""6.80"", ""quinella place 3"": ""9.30"", ""trifecta"": ""190.50""}"
tuncurry-2026-02-21-r6,"{""daily double"": ""15.70"", ""quinella"": ""3.10"", ""exacta"": ""5.90"", ""quinella place 1"": ""1.70"", ""quinella place 2"": ""4.80"", ""quinella place 3"": ""4.90"", ""trifecta"": ""31.10"", ""treble"": ""61.60"", ""quaddie"": ""407.30""}"
nowra-2026-02-22-r1,"{""quinella"": ""4.20"", ""exacta"": ""4.00"", ""trifecta"": ""10.90""}"
nowra-2026-02-22-r2,"{""quinella"": ""50.30"", ""exacta"": ""98.40"", ""quinella place 1"": ""8.50"", ""quinella place 2"": ""4.60"", ""quinella place 3"": ""4.50"", ""trifecta"": ""293.40""}"
nowra-2026-02-22-r4,"{""quinella place 1"": ""4.90"", ""quinella"": ""6.90"", ""exacta"": ""10.40"", ""quinella place 2"": ""3.00"", ""quinella place 3"": ""6.20"", ""trifecta"": ""74.30"", ""early quaddie"": ""212.80""}"
nowra-2026-02-22-r3,"{""quinella place 1"": ""3.60"", ""quinella place 2"": ""4.50"", ""quinella"": ""10.90"", ""exacta"": ""18.70"", ""quinella place 3"": ""4.50"", ""trifecta"": ""86.40""}"
nowra-2026-02-22-r5,"{""quinella"": ""7.50"", ""exacta"": ""16.10"", ""quinella place 1"": ""3.40"", ""quinella place 2"": ""3.80"", ""quinella place 3"": ""2.90"", ""trifecta"": ""51.80""}"
nowra-2026-02-22-r7,"{""quinella"": ""2.70"", ""exacta"": ""3.70"", ""quinella place 1"": ""1.20"", ""daily double"": ""6.10"", ""quinella place 2"": ""3.20"", ""quinella place 3"": ""3.00"", ""treble"": ""23.50"", ""trifecta"": ""20.30"", ""quaddie"": ""89.50""}"
sunshine-coast-2026-02-22-r1,"{""quinella"": ""1.90"", ""exacta"": ""3.00"", ""trifecta"": ""12.90""}"
sunshine-coast-2026-02-22-r2,"{""quinella"": ""29.40"", ""exacta"": ""65.40"", ""trifecta"": ""198.50""}"
sunshine-coast-2026-02-22-r3,"{""quinella place 1"": ""11.40"", ""quinella place 2"": ""4.90"", ""quinella"": ""20.90"", ""exacta"": ""89.90"", ""quinella place 3"": ""28.80"", ""trifecta"": ""296.20""}"
sunshine-coast-2026-02-22-r5,"{""quinella place 1"": ""2.50"", ""quinella"": ""52.80"", ""exacta"": ""68.50"", ""quinella place 2"": ""14.90"", ""quinella place 3"": ""11.10"", ""trifecta"": ""205.00""}"
sunshine-coast-2026-02-22-r4,"{""quinella place 1"": ""56.10"", ""quinella place 2"": ""8.90"", ""quinella"": ""94.30"", ""exacta"": ""80.50"", ""quinella place 3"": ""51.20"", ""trifecta"": ""900.90"", ""early quaddie"": ""285.80""}"
sunshine-coast-2026-02-22-r6,"{""quinella"": ""17.10"", ""exacta"": ""25.30"", ""quinella place 1"": ""3.80"", ""quinella place 2"": ""4.50"", ""quinella place 3"": ""8.20"", ""trifecta"": ""117.40""}"
sunshine-coast-2026-02-22-r7,"{""quinella"": ""22.20"", ""exacta"": ""80.70"", ""quinella place 1"": ""8.70"", ""quinella place 2"": ""11.30"", ""quinella place 3"": ""2.40"", ""trifecta"": ""197.90""}"
sunshine-coast-2026-02-22-r8,"{""daily double"": ""44.50"", ""quinella"": ""67.00"", ""exacta"": ""148.70"", ""quinella place 1"": ""27.70"", ""quinella place 2"": ""5.60"", ""quinella place 3"": ""20.20"", ""treble"": ""2005.60"", ""trifecta"": ""627.60"", ""quaddie"": ""4277.70""}"
ballarat-2026-02-22-r1,"{""quinella place 1"": ""4.10"", ""quinella"": ""18.30"", ""exacta"": ""26.70"", ""quinella place 2"": ""5.50"", ""quinella place 3"": ""2.00"", ""trifecta"": ""67.40""}"
ballarat-2026-02-22-r2,"{""quinella place 1"": ""3.60"", ""quinella"": ""12.20"", ""exacta"": ""12.40"", ""quinella place 2"": ""4.40"", ""quinella place 3"": ""7.50"", ""trifecta"": ""69.50""}"
ballarat-2026-02-22-r3,"{""quinella place 1"": ""7.00"", ""quinella"": ""4.40"", ""exacta"": ""7.30"", ""quinella place 2"": ""2.20"", ""quinella place 3"": ""7.00"", ""trifecta"": ""40.00""}"
ballarat-2026-02-22-r4,"{""quinella place 1"": ""3.50"", ""quinella place 2"": ""2.00"", ""quinella"": ""4.50"", ""exacta"": ""11.80"", ""quinella place 3"": ""2.30"", ""trifecta"": ""28.40"", ""early quaddie"": ""184.20""}"
ballarat-2026-02-22-r8,"{""quinella place 1"": ""6.30"", ""daily double"": ""8.40"", ""quinella place 2"": ""24.70"", ""quinella"": ""28.30"", ""exacta"": ""33.40"", ""quinella place 3"": ""8.40"", ""treble"": ""28.80"", ""trifecta"": ""259.10"", ""quaddie"": ""156.20""}"
ballarat-2026-02-22-r7,"{""quinella"": ""69.50"", ""exacta"": ""68.20"", ""quinella place 1"": ""12.50"", ""quinella place 2"": ""4.60"", ""quinella place 3"": ""9.00"", ""trifecta"": ""576.40""}"
ballarat-2026-02-22-r5,"{""quinella place 1"": ""18.50"", ""quinella"": ""15.80"", ""exacta"": ""27.30"", ""quinella place 2"": ""6.50"", ""quinella place 3"": ""15.30"", ""trifecta"": ""390.40""}"
ballarat-2026-02-22-r6,"{""quinella place 1"": ""9.30"", ""quinella"": ""4.70"", ""exacta"": ""7.60"", ""quinella place 2"": ""2.30"", ""quinella place 3"": ""5.70"", ""trifecta"": ""57.20""}"
moe-2026-02-22-r1,"{""quinella"": ""69.40"", ""exacta"": ""193.50"", ""quinella place 1"": ""33.30"", ""quinella place 2"": ""44.80"", ""quinella place 3"": ""26.00"", ""trifecta"": ""2555.70""}"
moe-2026-02-22-r2,"{""quinella"": ""39.20"", ""exacta"": ""67.90"", ""quinella place 1"": ""15.00"", ""quinella place 2"": ""12.00"", ""quinella place 3"": ""15.70"", ""trifecta"": ""613.40""}"
moe-2026-02-22-r3,"{""quinella"": ""7.00"", ""exacta"": ""9.30"", ""quinella place 1"": ""3.00"", ""quinella place 2"": ""2.00"", ""quinella place 3"": ""4.70"", ""trifecta"": ""26.00""}"
moe-2026-02-22-r4,"{""quinella place 1"": ""6.40"", ""quinella place 2"": ""40.30"", ""quinella"": ""69.70"", ""exacta"": ""101.50"", ""quinella place 3"": ""20.10"", ""trifecta"": ""1053.30"", ""early quaddie"": ""3310.00""}"
moe-2026-02-22-r7,"{""quinella place 1"": ""8.90"", ""daily double"": ""496.10"", ""quinella"": ""524.00"", ""exacta"": ""785.20"", ""quinella place 2"": ""96.40"", ""quinella place 3"": ""49.00"", ""treble"": ""4469.20"", ""trifecta"": ""10905.70"", ""quaddie"": ""21798.10""}"
moe-2026-02-22-r6,"{""quinella place 1"": ""8.50"", ""quinella"": ""26.10"", ""exacta"": ""42.20"", ""quinella place 2"": ""8.20"", ""quinella place 3"": ""9.10"", ""trifecta"": ""379.90""}"
balaklava-2026-02-22-r1,"{""quinella"": ""13.60"", ""exacta"": ""35.90"", ""trifecta"": ""79.10""}"
balaklava-2026-02-22-r2,"{""quinella"": ""35.60"", ""exacta"": ""46.60"", ""trifecta"": ""239.00""}"
balaklava-2026-02-22-r3,"{""quinella"": ""9.90"", ""exacta"": ""16.80"", ""quinella place 1"": ""3.50"", ""quinella place 2"": ""6.70"", ""quinella place 3"": ""1.70"", ""trifecta"": ""53.80""}"
balaklava-2026-02-22-r6,"{""quinella"": ""16.90"", ""exacta"": ""49.60"", ""quinella place 1"": ""12.50"", ""quinella place 2"": ""40.20"", ""quinella place 3"": ""5.60"", ""trifecta"": ""367.60""}"
balaklava-2026-02-22-r4,"{""quinella"": ""15.40"", ""exacta"": ""33.20"", ""quinella place 1"": ""7.40"", ""quinella place 2"": ""10.50"", ""quinella place 3"": ""3.80"", ""trifecta"": ""118.60"", ""early quaddie"": ""570.70""}"
balaklava-2026-02-22-r5,"{""quinella place 1"": ""4.00"", ""quinella place 2"": ""11.90"", ""quinella place 3"": ""3.30"", ""quinella"": ""40.90"", ""exacta"": ""63.10"", ""quinella place 4"": ""16.00"", ""quinella place 5"": ""5.40"", ""trifecta 1"": ""219.40"", ""trifecta 2"": ""132.30""}"
balaklava-2026-02-22-r7,"{""quinella"": ""10.40"", ""exacta"": ""22.60"", ""quinella place 1"": ""3.20"", ""quinella place 2"": ""38.50"", ""quinella place 3"": ""9.40"", ""trifecta"": ""512.00""}"
balaklava-2026-02-22-r8,"{""quinella"": ""28.40"", ""exacta"": ""52.90"", ""quinella place 1"": ""9.30"", ""daily double"": ""31.20"", ""quinella place 2"": ""12.60"", ""treble"": ""178.00"", ""quinella place 3"": ""14.90"", ""trifecta"": ""404.20"", ""quaddie"": ""1118.10""}"
sha-tin-2026-02-22-r1,"{""quinella"": 42.8, ""exacta"": 68.4, ""trifecta"": 694.7, ""trio"": 171.5, ""first4"": 303.9, ""quartet"": 6035.9}"
sha-tin-2026-02-22-r2,"{""quinella"": 14.75, ""exacta"": 35.8, ""trifecta"": 365.1, ""trio"": 80.4, ""first4"": 73.7, ""quartet"": 1833.9}"
sha-tin-2026-02-22-r4,"{""quinella"": 4.3, ""exacta"": 8.6, ""trifecta"": 34.9, ""trio"": 8.1, ""first4"": 10.2, ""quartet"": 117.6}"
sha-tin-2026-02-22-r3,"{""quinella"": 15.1, ""exacta"": 26.5, ""trifecta"": 87.9, ""trio"": 14.9, ""first4"": 49.5, ""quartet"": 961.1}"
sha-tin-2026-02-22-r5,"{""quinella"": 7.35, ""exacta"": 12.1, ""trifecta"": 108.1, ""trio"": 39.6, ""first4"": 45.1, ""quartet"": 630.6}"
sha-tin-2026-02-22-r8,"{""quinella"": 3.4, ""exacta"": 3.4, ""trifecta"": 6.5, ""trio"": 3.0, ""first4"": 14.5, ""quartet"": 52.3}"
sha-tin-2026-02-22-r10,"{""quinella"": 197.0, ""exacta"": 515.3, ""trifecta"": 5273.9, ""trio"": 647.2, ""first4"": 258.8, ""quartet"": 8981.5}"
sha-tin-2026-02-22-r7,"{""quinella"": 57.35, ""exacta"": 96.9, ""trifecta"": 1353.1, ""trio"": 257.9, ""first4"": 2654.3, ""quartet"": 47445.3}"
sha-tin-2026-02-22-r6,"{""quinella"": 8.75, ""exacta"": 16.2, ""trifecta"": 55.5, ""trio"": 12.4, ""first4"": 36.7, ""quartet"": 571.9}"
sha-tin-2026-02-22-r9,"{""quinella"": 12.8, ""exacta"": 16.3, ""trifecta"": 44.6, ""trio"": 11.7, ""first4"": 34.2, ""quartet"": 372.6}"
sha-tin-2026-02-22-r11,"{""quinella"": 9.75, ""exacta"": 12.6, ""trifecta"": 206.7, ""trio"": 77.8, ""first4"": 128.5, ""quartet"": 1484.5}"
pinjarra-scarpside-2026-02-22-r1,"{""quinella"": ""6.80"", ""exacta"": ""9.10"", ""trifecta"": ""49.10""}"
pinjarra-scarpside-2026-02-22-r4,"{""quinella place 1"": ""10.40"", ""quinella"": ""42.30"", ""exacta"": ""48.90"", ""quinella place 2"": ""11.00"", ""quinella place 3"": ""5.50"", ""trifecta"": ""337.10""}"
pinjarra-scarpside-2026-02-22-r3,"{""quinella place 1"": ""11.80"", ""quinella"": ""30.60"", ""exacta"": ""57.00"", ""quinella place 2"": ""5.90"", ""quinella place 3"": ""13.30"", ""trifecta"": ""580.30""}"
pinjarra-scarpside-2026-02-22-r7,"{""quinella place 1"": ""9.00"", ""quinella place 2"": ""2.30"", ""quinella"": ""18.40"", ""exacta"": ""22.30"", ""quinella place 3"": ""7.80"", ""trifecta"": ""91.40""}"
pinjarra-scarpside-2026-02-22-r9,"{""quinella place 1"": ""5.40"", ""quinella place 2"": ""16.50"", ""quinella"": ""108.20"", ""exacta"": ""268.10"", ""quinella place 3"": ""47.10"", ""daily double"": ""37.70"", ""trifecta"": ""874.70"", ""treble"": ""250.80"", ""quaddie"": ""1526.30""}"
pinjarra-scarpside-2026-02-22-r6,"{""quinella place 1"": ""7.50"", ""quinella place 2"": ""12.80"", ""quinella"": ""18.20"", ""exacta"": ""35.50"", ""quinella place 3"": ""7.00"", ""trifecta"": ""260.30""}"
pinjarra-scarpside-2026-02-22-r8,"{""quinella place 1"": ""45.10"", ""quinella"": ""8.40"", ""exacta"": ""21.70"", ""quinella place 2"": ""4.50"", ""quinella place 3"": ""40.90"", ""trifecta"": ""762.30""}"
pinjarra-scarpside-2026-02-22-r5,"{""quinella"": ""30.70"", ""exacta"": ""42.80"", ""quinella place 1"": ""10.50"", ""quinella place 2"": ""11.10"", ""quinella place 3"": ""1.70"", ""trifecta"": ""105.40"", ""early quaddie"": ""2475.30""}"
albury-2026-02-23-r1,"{""quinella"": ""24.90"", ""exacta"": ""61.00"", ""quinella place 1"": ""5.10"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""1.60"", ""trifecta"": ""84.50""}"
albury-2026-02-23-r2,"{""quinella"": ""5.10"", ""exacta"": ""5.40"", ""trifecta"": ""10.40""}"
albury-2026-02-23-r4,"{""quinella place 1"": ""11.00"", ""quinella"": ""239.70"", ""exacta"": ""874.90"", ""quinella place 2"": ""223.10"", ""quinella place 3"": ""223.10"", ""trifecta"": ""10142.90"", ""early quaddie"": ""1714.10""}"
albury-2026-02-23-r3,"{""quinella place 1"": ""2.00"", ""quinella"": ""5.50"", ""exacta"": ""25.40"", ""quinella place 2"": ""3.30"", ""quinella place 3"": ""3.90"", ""trifecta"": ""53.40""}"
albury-2026-02-23-r5,"{""quinella place 1"": ""7.00"", ""quinella place 2"": ""4.20"", ""quinella"": ""24.00"", ""exacta"": ""36.60"", ""quinella place 3"": ""8.90"", ""trifecta"": ""174.10""}"
albury-2026-02-23-r7,"{""quinella place 1"": ""9.60"", ""quinella"": ""16.10"", ""exacta"": ""25.90"", ""quinella place 2"": ""4.70"", ""daily double"": ""31.30"", ""quinella place 3"": ""10.20"", ""trifecta"": ""226.00"", ""treble"": ""746.50"", ""quaddie"": ""9796.30""}"
tamworth-2026-02-23-r1,"{""quinella"": ""52.90"", ""exacta"": ""61.70"", ""quinella place 1"": ""30.40"", ""quinella place 2"": ""6.60"", ""quinella place 3"": ""12.40"", ""trifecta"": ""815.60""}"
tamworth-2026-02-23-r2,"{""quinella place 1"": ""9.00"", ""quinella place 2"": ""2.20"", ""quinella"": ""6.50"", ""exacta"": ""6.40"", ""quinella place 3"": ""3.00"", ""trifecta"": ""31.70""}"
tamworth-2026-02-23-r5,"{""quinella place 1"": ""2.40"", ""quinella"": ""3.30"", ""exacta"": ""5.80"", ""quinella place 2"": ""1.20"", ""quinella place 3"": ""2.30"", ""trifecta"": ""13.10""}"
tamworth-2026-02-23-r3,"{""quinella place 1"": ""15.20"", ""quinella place 2"": ""4.80"", ""quinella"": ""23.90"", ""exacta"": ""40.70"", ""quinella place 3"": ""6.80"", ""trifecta"": ""260.30""}"
tamworth-2026-02-23-r4,"{""quinella"": ""2.20"", ""exacta"": ""3.00"", ""quinella place 1"": ""1.50"", ""quinella place 2"": ""3.30"", ""quinella place 3"": ""4.40"", ""trifecta"": ""12.80"", ""early quaddie"": ""545.50""}"
tamworth-2026-02-23-r8,"{""quinella place 1"": ""8.60"", ""quinella place 2"": ""6.90"", ""quinella"": ""6.80"", ""exacta"": ""10.70"", ""quinella place 3"": ""2.90"", ""daily double"": ""12.10"", ""trifecta"": ""82.00"", ""treble"": ""82.40"", ""quaddie"": ""294.20""}"
tamworth-2026-02-23-r7,"{""quinella place 1"": ""7.70"", ""quinella"": ""10.00"", ""exacta"": ""38.80"", ""quinella place 2"": ""5.00"", ""quinella place 3"": ""3.00"", ""trifecta"": ""101.10""}"
tamworth-2026-02-23-r6,"{""quinella place 1"": ""23.60"", ""quinella"": ""17.10"", ""exacta"": ""23.50"", ""quinella place 2"": ""6.90"", ""quinella place 3"": ""4.60"", ""trifecta"": ""243.40""}"
warwick-2026-02-23-r1,"{""quinella"": ""4.40"", ""exacta"": ""5.40"", ""trifecta"": ""21.30""}"
warwick-2026-02-23-r2,"{""quinella"": ""36.00"", ""exacta"": ""41.70"", ""quinella place 1"": ""13.50"", ""quinella place 2"": ""1.40"", ""quinella place 3"": ""8.50"", ""trifecta"": ""137.50""}"
warwick-2026-02-23-r3,"{""quinella place 1"": ""10.10"", ""quinella place 2"": ""15.00"", ""quinella"": ""15.70"", ""exacta"": ""41.70"", ""quinella place 3"": ""4.00"", ""trifecta"": ""478.30""}"
warwick-2026-02-23-r4,"{""quinella"": ""23.70"", ""exacta"": ""28.20"", ""quinella place 1"": ""11.40"", ""quinella place 2"": ""1.90"", ""quinella place 3"": ""17.10"", ""early quaddie"": ""34.70"", ""trifecta"": ""105.30""}"
warwick-2026-02-23-r7,"{""quinella place 1"": ""1.90"", ""quinella"": ""43.00"", ""exacta"": ""123.20"", ""quinella place 2"": ""27.80"", ""daily double"": ""134.40"", ""quinella place 3"": ""46.80"", ""trifecta"": ""793.90"", ""treble"": ""2090.40"", ""quaddie"": ""2728.90""}"
warwick-2026-02-23-r6,"{""quinella place 1"": ""2.60"", ""quinella place 2"": ""11.30"", ""quinella"": ""12.60"", ""exacta"": ""43.20"", ""quinella place 3"": ""4.50"", ""trifecta"": ""157.90""}"
scone-2026-02-24-r1,"{""quinella"": ""5.70"", ""exacta"": ""7.20"", ""trifecta"": ""25.40""}"
scone-2026-02-24-r2,"{""quinella"": ""5.40"", ""exacta"": ""14.80"", ""trifecta"": ""21.50""}"
scone-2026-02-24-r3,"{""quinella"": ""5.10"", ""exacta"": ""8.80"", ""trifecta"": ""42.60""}"
scone-2026-02-24-r4,"{""quaddie"": ""1553.40""}"
scone-2026-02-24-r6,"{""quinella"": ""13.90"", ""exacta"": ""30.50"", ""quinella place 1"": ""3.60"", ""quinella place 2"": ""4.80"", ""quinella place 3"": ""3.20"", ""trifecta"": ""66.20""}"
scone-2026-02-24-r5,"{""quinella"": ""17.00"", ""exacta"": ""35.60"", ""quinella place 1"": ""4.50"", ""quinella place 2"": ""9.50"", ""quinella place 3"": ""9.30"", ""trifecta"": ""191.50""}"
scone-2026-02-24-r7,"{""quaddie"": ""35096.80""}"
kembla-grange-2026-02-24-r1,"{""quinella place 1"": ""2.80"", ""quinella"": ""10.70"", ""exacta"": ""20.40"", ""quinella place 2"": ""5.80"", ""quinella place 3"": ""8.90"", ""trifecta"": ""114.90""}"
kembla-grange-2026-02-24-r2,"{""quinella"": ""5.90"", ""exacta"": ""25.10"", ""trifecta"": ""42.50""}"
kembla-grange-2026-02-24-r5,"{""quinella place 1"": ""4.80"", ""quinella place 2"": ""4.20"", ""quinella"": ""5.00"", ""exacta"": ""9.10"", ""quinella place 3"": ""2.80"", ""trifecta"": ""44.80""}"
kembla-grange-2026-02-24-r3,"{""quinella"": ""19.60"", ""exacta"": ""29.10"", ""trifecta"": ""110.10""}"
kembla-grange-2026-02-24-r4,"{""quinella place 1"": ""3.90"", ""quinella"": ""2.50"", ""exacta"": ""2.20"", ""quinella place 2"": ""1.30"", ""quinella place 3"": ""2.40"", ""early quaddie"": ""255.00"", ""trifecta"": ""9.20""}"
kembla-grange-2026-02-24-r6,"{""quinella"": ""21.90"", ""exacta"": ""22.10"", ""quinella place 1"": ""7.80"", ""quinella place 2"": ""7.00"", ""quinella place 3"": ""17.20"", ""trifecta"": ""229.70""}"
kembla-grange-2026-02-24-r7,"{""quinella place 1"": ""2.90"", ""daily double"": ""5.20"", ""quinella place 2"": ""22.20"", ""quinella"": ""42.40"", ""exacta"": ""52.80"", ""quinella place 3"": ""9.10"", ""treble"": ""22.90"", ""trifecta"": ""238.20"", ""quaddie"": ""38.60""}"
rockhampton-2026-02-24-r1,"{""quinella"": ""2.30"", ""exacta"": ""1.04"", ""trifecta"": ""3.00""}"
rockhampton-2026-02-24-r2,"{""quinella"": ""3.60"", ""exacta"": ""12.70"", ""trifecta"": ""39.40""}"
rockhampton-2026-02-24-r3,"{""quinella place 1"": ""58.80"", ""quinella place 2"": ""3.70"", ""quinella"": ""104.90"", ""exacta"": ""263.30"", ""quinella place 3"": ""34.80"", ""trifecta"": ""3146.90""}"
