race_id,exotic_results
townsville-2026-03-15-r2,"{""quinella place 1"": ""1.80"", ""quinella"": ""41.80"", ""exacta"": ""32.10"", ""quinella place 2"": ""15.20"", ""quinella place 3"": ""9.60"", ""trifecta 1"": ""80.60"", ""trifecta 2"": ""113.80""}"
townsville-2026-03-15-r5,"{""quinella place 1"": ""9.80"", ""quinella place 2"": ""11.60"", ""quinella"": ""8.10"", ""exacta"": ""26.70"", ""quinella place 3"": ""2.90"", ""trifecta"": ""180.70""}"
townsville-2026-03-15-r4,"{""quinella"": ""56.90"", ""exacta"": ""55.00"", ""quinella place 1"": ""12.30"", ""quinella place 2"": ""5.70"", ""quinella place 3"": ""4.70"", ""trifecta"": ""256.50"", ""early quaddie"": ""2527.10""}"
townsville-2026-03-15-r7,"{""quinella"": ""15.50"", ""exacta"": ""12.60"", ""quinella place 1"": ""6.10"", ""quinella place 2"": ""4.70"", ""quinella place 3"": ""15.60"", ""trifecta"": ""64.20""}"
townsville-2026-03-15-r8,"{""quinella"": ""96.20"", ""exacta"": ""160.20"", ""quinella place 1"": ""28.90"", ""daily double"": ""139.10"", ""quinella place 2"": ""4.00"", ""quinella place 3"": ""14.40"", ""treble"": ""362.50"", ""quaddie"": ""3612.60"", ""trifecta"": ""571.70""}"
townsville-2026-03-15-r6,"{""quinella"": ""1.80"", ""exacta"": ""4.70"", ""quinella place 1"": ""1.90"", ""quinella place 2"": ""3.70"", ""quinella place 3"": ""3.20"", ""trifecta"": ""19.70""}"
swan-hill-2026-03-15-r1,"{""quinella place 1"": ""3.80"", ""quinella"": ""11.90"", ""exacta"": ""30.00"", ""quinella place 2"": ""4.20"", ""quinella place 3"": ""3.10"", ""trifecta"": ""104.30""}"
swan-hill-2026-03-15-r2,"{""quinella place 1"": ""26.90"", ""quinella place 2"": ""5.00"", ""quinella"": ""37.40"", ""exacta"": ""59.00"", ""quinella place 3"": ""16.50"", ""trifecta"": ""314.90""}"
swan-hill-2026-03-15-r4,"{""quinella place 1"": ""3.40"", ""quinella place 2"": ""9.30"", ""quinella"": ""38.90"", ""exacta"": ""58.40"", ""quinella place 3"": ""9.10"", ""trifecta"": ""187.80"", ""early quaddie"": ""434.70""}"
swan-hill-2026-03-15-r3,"{""quinella"": ""10.30"", ""exacta"": ""21.80"", ""quinella place 1"": ""5.20"", ""quinella place 2"": ""2.80"", ""quinella place 3"": ""5.80"", ""trifecta"": ""75.80""}"
swan-hill-2026-03-15-r6,"{""quinella place 1"": ""12.00"", ""quinella place 2"": ""18.30"", ""quinella"": ""114.30"", ""exacta"": ""261.60"", ""quinella place 3"": ""43.50"", ""trifecta"": ""1183.90""}"
swan-hill-2026-03-15-r7,"{""quinella place 1"": ""14.00"", ""daily double"": ""101.60"", ""quinella place 2"": ""12.20"", ""quinella"": ""135.40"", ""exacta"": ""252.70"", ""quinella place 3"": ""28.00"", ""treble"": ""2552.50"", ""trifecta"": ""1862.30"", ""quaddie"": ""12815.40""}"
swan-hill-2026-03-15-r5,"{""quinella place 1"": ""8.50"", ""quinella"": ""27.40"", ""exacta"": ""57.20"", ""quinella place 2"": ""7.30"", ""quinella place 3"": ""3.00"", ""trifecta"": ""231.50""}"
yarra-glen-2026-03-15-r2,"{""quinella place 1"": ""4.00"", ""quinella"": ""8.50"", ""exacta"": ""16.60"", ""quinella place 2"": ""3.30"", ""quinella place 3"": ""3.30"", ""trifecta"": ""60.40""}"
yarra-glen-2026-03-15-r4,"{""quinella"": ""36.50"", ""exacta"": ""79.60"", ""trifecta"": ""218.50"", ""early quaddie"": ""859.20""}"
yarra-glen-2026-03-15-r5,"{""quinella"": ""37.10"", ""exacta"": ""65.30"", ""quinella place 1"": ""5.50"", ""quinella place 2"": ""7.40"", ""quinella place 3"": ""6.00"", ""trifecta"": ""226.00""}"
yarra-glen-2026-03-15-r3,"{""quinella place 1"": ""4.30"", ""quinella place 2"": ""6.60"", ""quinella"": ""20.10"", ""exacta"": ""40.60"", ""quinella place 3"": ""8.60"", ""trifecta"": ""165.60""}"
yarra-glen-2026-03-15-r8,"{""quinella place 1"": ""4.50"", ""quinella"": ""14.50"", ""exacta"": ""24.80"", ""quinella place 2"": ""5.30"", ""daily double"": ""292.50"", ""quinella place 3"": ""3.50"", ""treble"": ""1861.90"", ""trifecta"": ""95.30"", ""quaddie"": ""10594.20""}"
yarra-glen-2026-03-15-r6,"{""quinella place 1"": ""8.70"", ""quinella"": ""257.70"", ""exacta"": ""592.50"", ""quinella place 2"": ""32.80"", ""quinella place 3"": ""17.30"", ""trifecta"": ""2101.70""}"
yarra-glen-2026-03-15-r7,"{""quinella"": ""12.30"", ""exacta"": ""19.60"", ""quinella place 1"": ""4.70"", ""quinella place 2"": ""3.70"", ""quinella place 3"": ""5.60"", ""trifecta"": ""102.60""}"
port-lincoln-2026-03-15-r1,"{""quinella place 1"": ""21.60"", ""quinella"": ""14.80"", ""exacta"": ""34.20"", ""quinella place 2"": ""5.80"", ""quinella place 3"": ""12.80"", ""trifecta"": ""350.20""}"
port-lincoln-2026-03-15-r2,"{""quinella place 1"": ""6.10"", ""quinella"": ""213.80"", ""exacta"": ""344.40"", ""quinella place 2"": ""49.50"", ""quinella place 3"": ""33.70"", ""trifecta"": ""3807.70""}"
port-lincoln-2026-03-15-r3,"{""quinella place 1"": ""3.20"", ""quinella"": ""21.30"", ""exacta"": ""25.70"", ""quinella place 2"": ""6.90"", ""quinella place 3"": ""16.70"", ""trifecta"": ""143.20""}"
port-lincoln-2026-03-15-r5,"{""quinella place 1"": ""49.00"", ""quinella place 2"": ""2.00"", ""quinella"": ""78.10"", ""exacta"": ""117.80"", ""quinella place 3"": ""27.50"", ""trifecta"": ""412.50"", ""early quaddie"": ""2339.90""}"
port-lincoln-2026-03-15-r4,"{""quinella place 1"": ""6.00"", ""quinella place 2"": ""5.60"", ""quinella"": ""17.30"", ""exacta"": ""38.90"", ""quinella place 3"": ""7.60"", ""trifecta"": ""106.50""}"
port-lincoln-2026-03-15-r7,"{""quinella"": ""9.50"", ""exacta"": ""23.70"", ""quinella place 1"": ""3.20"", ""quinella place 2"": ""14.70"", ""quinella place 3"": ""29.70"", ""trifecta"": ""496.00""}"
port-lincoln-2026-03-15-r9,"{""daily double"": ""19.90"", ""quinella place 1"": ""2.40"", ""quinella"": ""13.20"", ""exacta"": ""25.10"", ""quinella place 2"": ""6.50"", ""treble"": ""41.40"", ""quinella place 3"": ""9.40"", ""trifecta"": ""82.60"", ""quaddie"": ""507.20""}"
port-lincoln-2026-03-15-r6,"{""quinella place 1"": ""14.50"", ""quinella place 2"": ""13.60"", ""quinella"": ""55.10"", ""exacta"": ""89.00"", ""quinella place 3"": ""11.90"", ""trifecta"": ""789.20""}"
york-2026-03-15-r1,"{""quinella"": ""6.60"", ""exacta"": ""9.20"", ""trifecta"": ""27.20""}"
york-2026-03-15-r2,"{""quinella place 1"": ""6.30"", ""quinella place 2"": ""24.90"", ""quinella"": ""211.50"", ""exacta"": ""404.00"", ""quinella place 3"": ""33.60"", ""trifecta"": ""1454.40""}"
york-2026-03-15-r4,"{""quaddie"": ""1088.90""}"
york-2026-03-15-r6,"{""quinella place 1"": ""13.10"", ""quinella"": ""16.60"", ""exacta"": ""28.30"", ""quinella place 2"": ""5.30"", ""quinella place 3"": ""6.80"", ""trifecta"": ""299.10""}"
york-2026-03-15-r5,"{""quinella"": ""6.60"", ""exacta"": ""17.50"", ""trifecta"": ""41.90""}"
york-2026-03-15-r7,"{""quinella place 1"": ""27.90"", ""daily double"": ""151.10"", ""quinella"": ""218.70"", ""exacta"": ""509.90"", ""quinella place 2"": ""41.40"", ""quinella place 3"": ""55.50"", ""treble"": ""1278.60"", ""trifecta"": ""7292.90"", ""quaddie"": ""4437.50""}"
pioneer-park-2026-03-15-r1,"{""quinella"": 7.8, ""exacta"": 20.4, ""trifecta"": 38.2, ""first4"": 59.6}"
pioneer-park-2026-03-15-r2,"{""quinella"": 8.7, ""exacta"": 16.9, ""trifecta"": 45.6, ""first4"": 156.5}"
pioneer-park-2026-03-15-r3,"{""quinella"": 10.3, ""exacta"": 24.7, ""trifecta"": 90.3, ""first4"": 169.7}"
pioneer-park-2026-03-15-r4,"{""quinella"": 4.8, ""exacta"": 9.8, ""trifecta"": 15.4, ""first4"": 16.0}"
pioneer-park-2026-03-15-r5,"{""quinella"": 88.3, ""exacta"": 89.9, ""trifecta"": 265.5, ""first4"": 1412.9}"
wingatui-2026-03-15-r1,"{""quinella"": 17.1, ""exacta"": 45.4, ""trifecta"": 1239.3, ""first4"": 3760.6}"
wingatui-2026-03-15-r2,"{""quinella"": 8.3, ""exacta"": 18.2, ""trifecta"": 79.5, ""first4"": 450.0}"
wingatui-2026-03-15-r3,"{""quinella"": 14.9, ""exacta"": 28.9, ""trifecta"": 217.3, ""first4"": 833.0}"
wingatui-2026-03-15-r4,"{""quinella"": 39.0, ""exacta"": 69.2, ""trifecta"": 219.2, ""first4"": 1055.7}"
wingatui-2026-03-15-r7,"{""quinella"": 16.3, ""exacta"": 47.4, ""trifecta"": 316.5, ""first4"": 6396.1}"
wingatui-2026-03-15-r6,"{""quinella"": 13.9, ""exacta"": 37.2, ""trifecta"": 259.6, ""first4"": 1010.5}"
wingatui-2026-03-15-r5,"{""quinella"": 42.3, ""exacta"": 178.9, ""trifecta"": 1624.3}"
sha-tin-2026-03-15-r1,"{""quinella"": 29.85, ""exacta"": 67.3, ""trifecta"": 1551.6, ""trio"": 247.9, ""first4"": 168.1, ""quartet"": 6226.6}"
sha-tin-2026-03-15-r2,"{""quinella"": 5.75, ""exacta"": 11.6, ""trifecta"": 59.8, ""trio"": 16.8, ""first4"": 19.3, ""quartet"": 283.8}"
sha-tin-2026-03-15-r4,"{""quinella"": 51.1, ""exacta"": 75.1, ""trifecta"": 526.5, ""trio"": 74.4, ""first4"": 179.0, ""quartet"": 3932.1}"
sha-tin-2026-03-15-r3,"{""quinella"": 1226.7, ""exacta"": 1703.3, ""trifecta"": 8597.5, ""trio"": 697.1, ""first4"": 1094.6, ""quartet"": 56559.0}"
sha-tin-2026-03-15-r5,"{""quinella"": 119.65, ""exacta"": 254.5, ""trifecta"": 2787.8, ""trio"": 339.0, ""first4"": 1342.1, ""quartet"": 43294.9}"
sha-tin-2026-03-15-r8,"{""quinella"": 15.95, ""exacta"": 39.2, ""trifecta"": 466.7, ""trio"": 76.5, ""first4"": 197.8, ""quartet"": 4564.9}"
sha-tin-2026-03-15-r6,"{""quinella"": 29.35, ""exacta"": 46.2, ""trifecta"": 923.0, ""trio"": 209.9, ""first4"": 380.7, ""quartet"": 6622.9}"
sha-tin-2026-03-15-r9,"{""quinella"": 17.1, ""exacta"": 34.4, ""trifecta"": 393.3, ""trio"": 70.1, ""first4"": 135.2, ""quartet"": 2490.5}"
sha-tin-2026-03-15-r7,"{""quinella"": 23.75, ""exacta"": 50.2, ""trifecta"": 136.0, ""trio"": 18.3, ""first4"": 45.8, ""quartet"": 1280.7}"
sha-tin-2026-03-15-r10,"{""quinella"": 8.05, ""exacta"": 10.8, ""trifecta"": 52.8, ""trio"": 12.2, ""first4"": 20.2, ""quartet"": 283.0}"
sha-tin-2026-03-15-r11,"{""quinella"": 10.5, ""exacta"": 19.1, ""trifecta"": 99.6, ""trio"": 18.2, ""first4"": 45.7, ""quartet"": 702.2}"
port-macquarie-2026-03-16-r1,"{""quinella"": ""11.50"", ""exacta"": ""24.00"", ""quinella place 1"": ""3.50"", ""quinella place 2"": ""4.20"", ""quinella place 3"": ""8.30"", ""trifecta"": ""181.90""}"
port-macquarie-2026-03-16-r2,"{""quinella"": ""27.50"", ""exacta"": ""34.70"", ""quinella place 1"": ""8.80"", ""quinella place 2"": ""12.20"", ""quinella place 3"": ""6.80"", ""trifecta"": ""266.90""}"
port-macquarie-2026-03-16-r4,"{""quinella place 1"": ""4.10"", ""quinella"": ""47.90"", ""exacta"": ""94.00"", ""quinella place 2"": ""18.10"", ""quinella place 3"": ""16.90"", ""trifecta"": ""521.40"", ""early quaddie"": ""1450.50""}"
port-macquarie-2026-03-16-r3,"{""quinella"": ""6.80"", ""exacta"": ""7.60"", ""quinella place 1"": ""2.30"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""5.90"", ""trifecta"": ""24.80""}"
port-macquarie-2026-03-16-r5,"{""quinella place 1"": ""15.10"", ""quinella"": ""291.20"", ""exacta"": ""431.30"", ""quinella place 2"": ""49.30"", ""quinella place 3"": ""106.10"", ""trifecta"": ""9641.60""}"
port-macquarie-2026-03-16-r7,"{""quaddie"": ""2081.50""}"
port-macquarie-2026-03-16-r6,"{""quinella place 1"": ""4.00"", ""quinella place 2"": ""4.60"", ""quinella"": ""4.60"", ""exacta"": ""9.10"", ""quinella place 3"": ""2.00"", ""trifecta"": ""41.50""}"
nowra-2026-03-16-r1,"{""quinella"": ""4.80"", ""exacta"": ""15.10"", ""quinella place 1"": ""2.60"", ""quinella place 2"": ""2.00"", ""quinella place 3"": ""3.30"", ""trifecta"": ""33.10""}"
moree-2026-03-17-r1,"{""quinella place 1"": ""8.70"", ""quinella place 2"": ""1.40"", ""quinella"": ""9.20"", ""exacta"": ""11.30"", ""quinella place 3"": ""3.70"", ""trifecta"": ""53.20""}"
moree-2026-03-17-r2,"{""quinella"": ""3.30"", ""exacta"": ""3.90"", ""trifecta"": ""18.50""}"
moree-2026-03-17-r5,"{""quinella place 1"": ""8.20"", ""quinella place 2"": ""8.00"", ""quinella"": ""9.40"", ""exacta"": ""13.80"", ""quinella place 3"": ""3.50"", ""trifecta"": ""115.60""}"
moree-2026-03-17-r4,"{""quinella"": ""10.00"", ""exacta"": ""15.90"", ""quinella place 1"": ""3.50"", ""quinella place 2"": ""4.80"", ""quinella place 3"": ""2.80"", ""trifecta"": ""56.00"", ""early quaddie"": ""54.20""}"
moree-2026-03-17-r3,"{""quinella"": ""7.50"", ""exacta"": ""21.10"", ""quinella place 1"": ""3.60"", ""quinella place 2"": ""2.00"", ""quinella place 3"": ""2.80"", ""trifecta"": ""38.80""}"
moree-2026-03-17-r6,"{""quinella place 1"": ""1.20"", ""quinella"": ""35.00"", ""exacta"": ""42.90"", ""quinella place 2"": ""8.20"", ""quinella place 3"": ""8.40"", ""trifecta"": ""120.20""}"
moree-2026-03-17-r7,"{""quinella place 1"": ""4.50"", ""daily double"": ""36.80"", ""quinella place 2"": ""11.20"", ""quinella"": ""25.60"", ""exacta"": ""76.00"", ""quinella place 3"": ""8.00"", ""treble"": ""114.20"", ""trifecta"": ""706.00"", ""quaddie"": ""366.10""}"
hawkesbury-2026-03-17-r1,"{""quinella"": ""8.50"", ""exacta"": ""14.20"", ""quinella place 1"": ""3.40"", ""quinella place 2"": ""4.20"", ""quinella place 3"": ""2.50"", ""trifecta"": ""21.70""}"
hawkesbury-2026-03-17-r2,"{""quinella place 1"": ""8.00"", ""quinella"": ""3.90"", ""exacta"": ""8.80"", ""quinella place 2"": ""1.80"", ""quinella place 3"": ""7.70"", ""trifecta"": ""56.10""}"
hawkesbury-2026-03-17-r4,"{""quinella"": ""6.20"", ""exacta"": ""14.00"", ""quinella place 1"": ""2.20"", ""quinella place 2"": ""3.80"", ""quinella place 3"": ""3.70"", ""trifecta"": ""47.50"", ""early quaddie"": ""546.10""}"
hawkesbury-2026-03-17-r5,"{""quinella place 1"": ""6.20"", ""quinella place 2"": ""3.30"", ""quinella"": ""52.60"", ""exacta"": ""148.00"", ""quinella place 3"": ""13.70"", ""trifecta"": ""329.30""}"
hawkesbury-2026-03-17-r3,"{""quinella place 1"": ""2.90"", ""quinella"": ""20.40"", ""exacta"": ""44.80"", ""quinella place 2"": ""7.40"", ""quinella place 3"": ""7.30"", ""trifecta"": ""144.20""}"
hawkesbury-2026-03-17-r7,"{""quinella"": ""8.50"", ""exacta"": ""7.70"", ""quinella place 1"": ""3.80"", ""quinella place 2"": ""21.30"", ""daily double"": ""40.50"", ""quinella place 3"": ""8.30"", ""trifecta"": ""106.10"", ""treble"": ""83.90"", ""quaddie"": ""444.90""}"
hawkesbury-2026-03-17-r6,"{""quinella place 1"": ""8.20"", ""quinella"": ""17.80"", ""exacta"": ""6.80"", ""quinella place 2"": ""5.80"", ""quinella place 3"": ""1.70"", ""trifecta"": ""73.50""}"
kilcoy-2026-03-17-r2,"{""quinella"": ""27.90"", ""exacta"": ""51.50"", ""trifecta"": ""131.80""}"
kilcoy-2026-03-17-r3,"{""quinella"": ""7.30"", ""exacta"": ""10.90"", ""quinella place 1"": ""3.00"", ""quinella place 2"": ""2.80"", ""quinella place 3"": ""1.10"", ""trifecta"": ""21.00""}"
kilcoy-2026-03-17-r5,"{""quinella place 1"": ""8.30"", ""quinella place 2"": ""16.80"", ""quinella"": ""4.80"", ""exacta"": ""7.80"", ""quinella place 3"": ""1.90"", ""trifecta"": ""116.00""}"
kilcoy-2026-03-17-r4,"{""quinella"": 29.3, ""exacta"": 75.5, ""trifecta"": 117.1, ""first4"": 1331.2}"
kilcoy-2026-03-17-r6,"{""quinella place 1"": ""10.80"", ""quinella"": ""56.00"", ""exacta"": ""170.10"", ""quinella place 2"": ""14.40"", ""quinella place 3"": ""6.40"", ""trifecta"": ""562.10""}"
kilcoy-2026-03-17-r7,"{""quinella place 1"": ""5.60"", ""daily double"": ""11.10"", ""quinella"": ""3.00"", ""exacta"": ""7.00"", ""quinella place 2"": ""2.10"", ""quinella place 3"": ""6.90"", ""treble"": ""199.40"", ""trifecta"": ""51.50"", ""quaddie"": ""871.70""}"
terang-2026-03-17-r1,"{""quinella"": ""14.00"", ""exacta"": ""20.50"", ""quinella place 1"": ""4.40"", ""quinella place 2"": ""4.30"", ""quinella place 3"": ""1.50"", ""trifecta"": ""50.20""}"
terang-2026-03-17-r2,"{""quinella"": 3.7, ""exacta"": 7.1, ""trifecta"": 24.7, ""first4"": 121.0}"
terang-2026-03-17-r5,"{""quinella place 1"": ""114.40"", ""quinella place 2"": ""173.70"", ""quinella"": ""5.80"", ""exacta"": ""12.20"", ""quinella place 3"": ""2.50"", ""trifecta"": ""993.00""}"
terang-2026-03-17-r4,"{""quinella place 1"": ""4.70"", ""quinella place 2"": ""4.70"", ""quinella"": ""7.00"", ""exacta"": ""15.10"", ""quinella place 3"": ""3.60"", ""trifecta"": ""70.60"", ""early quaddie"": ""139.20""}"
terang-2026-03-17-r7,"{""quinella"": ""7.60"", ""exacta"": ""17.60"", ""quinella place 1"": ""4.60"", ""quinella place 2"": ""10.50"", ""quinella place 3"": ""9.00"", ""trifecta"": ""217.80""}"
terang-2026-03-17-r8,"{""quaddie"": ""1231.00""}"
terang-2026-03-17-r6,"{""quinella"": ""12.00"", ""exacta"": ""33.30"", ""trifecta"": ""58.20""}"
wyong-2026-03-18-r1,"{""quinella"": ""41.50"", ""exacta"": ""50.20"", ""quinella place 1"": ""12.50"", ""quinella place 2"": ""55.90"", ""quinella place 3"": ""6.00"", ""trifecta"": ""468.30""}"
wyong-2026-03-18-r2,"{""quinella"": ""7.00"", ""exacta"": ""19.20"", ""trifecta"": ""239.50""}"
wyong-2026-03-18-r3,"{""quinella place 1"": ""2.60"", ""quinella"": ""16.40"", ""exacta"": ""32.20"", ""quinella place 2"": ""4.30"", ""quinella place 3"": ""3.20"", ""trifecta"": ""87.90""}"
wyong-2026-03-18-r4,"{""quaddie"": ""849.70""}"
wyong-2026-03-18-r6,"{""quinella place 1"": ""30.60"", ""quinella"": ""42.40"", ""exacta"": ""42.70"", ""quinella place 2"": ""13.90"", ""quinella place 3"": ""3.20"", ""trifecta"": ""259.70""}"
wyong-2026-03-18-r7,"{""quinella place 1"": ""16.40"", ""quinella"": ""16.10"", ""exacta"": ""31.30"", ""quinella place 2"": ""11.20"", ""quinella place 3"": ""13.40"", ""trifecta"": ""410.30""}"
wyong-2026-03-18-r8,"{""daily double"": ""18.00"", ""treble"": ""87.90"", ""quinella place 1"": ""5.40"", ""quinella"": ""52.40"", ""exacta"": ""102.60"", ""quinella place 2"": ""17.20"", ""quinella place 3"": ""9.90"", ""quaddie"": ""1160.10"", ""trifecta"": ""617.70""}"
doomben-2026-03-18-r2,"{""quinella place 1"": ""6.30"", ""quinella place 2"": ""20.00"", ""quinella"": ""10.50"", ""exacta"": ""14.90"", ""quinella place 3"": ""3.80"", ""trifecta"": ""85.80""}"
doomben-2026-03-18-r4,"{""quinella"": ""23.50"", ""exacta"": ""21.80"", ""quinella place 1"": ""5.40"", ""quinella place 2"": ""25.30"", ""quinella place 3"": ""27.00"", ""trifecta"": ""607.40"", ""early quaddie"": ""200.60""}"
doomben-2026-03-18-r5,"{""quinella place 1"": ""135.40"", ""quinella place 2"": ""20.40"", ""quinella"": ""49.10"", ""exacta"": ""95.50"", ""quinella place 3"": ""20.50"", ""trifecta"": ""2491.00""}"
doomben-2026-03-18-r6,"{""quinella place 1"": ""2.70"", ""quinella"": ""7.40"", ""exacta"": ""15.00"", ""quinella place 2"": ""2.60"", ""quinella place 3"": ""2.60"", ""trifecta"": ""36.00""}"
doomben-2026-03-18-r7,"{""quinella place 1"": ""4.80"", ""quinella"": ""139.20"", ""exacta"": ""219.20"", ""quinella place 2"": ""26.40"", ""quinella place 3"": ""10.20"", ""trifecta"": ""898.80""}"
doomben-2026-03-18-r8,"{""daily double"": ""30.80"", ""quinella"": ""29.90"", ""exacta"": ""60.00"", ""quinella place 1"": ""8.60"", ""quinella place 2"": ""56.40"", ""quinella place 3"": ""30.40"", ""treble"": ""632.90"", ""trifecta"": ""829.70"", ""quaddie"": ""5707.60""}"
oakbank-2026-03-18-r1,"{""quinella"": ""10.90"", ""exacta"": ""25.00"", ""quinella place 1"": ""3.70"", ""quinella place 2"": ""1.90"", ""quinella place 3"": ""2.50"", ""trifecta"": ""47.00""}"
oakbank-2026-03-18-r2,"{""quinella place 1"": ""1.50"", ""quinella place 2"": ""16.60"", ""quinella"": ""78.10"", ""exacta"": ""104.10"", ""quinella place 3"": ""16.90"", ""trifecta"": ""259.80""}"
oakbank-2026-03-18-r3,"{""quinella"": ""8.40"", ""exacta"": ""18.20"", ""quinella place 1"": ""4.30"", ""quinella place 2"": ""6.70"", ""quinella place 3"": ""8.20"", ""trifecta"": ""84.00""}"
oakbank-2026-03-18-r4,"{""quinella"": ""7.70"", ""exacta"": ""16.70"", ""quinella place 1"": ""2.80"", ""quinella place 2"": ""4.20"", ""quinella place 3"": ""4.30"", ""trifecta"": ""74.00"", ""early quaddie"": ""282.80""}"
oakbank-2026-03-18-r5,"{""quinella place 1"": ""2.00"", ""quinella place 2"": ""4.00"", ""quinella"": ""7.30"", ""exacta"": ""24.00"", ""quinella place 3"": ""4.10"", ""trifecta"": ""54.40""}"
oakbank-2026-03-18-r6,"{""quinella"": ""9.60"", ""exacta"": ""21.00"", ""quinella place 1"": ""4.60"", ""quinella place 2"": ""5.60"", ""quinella place 3"": ""6.60"", ""trifecta"": ""106.40""}"
oakbank-2026-03-18-r7,"{""daily double"": ""76.30"", ""quinella place 1"": ""34.50"", ""treble"": ""775.80"", ""quinella"": ""24.30"", ""exacta"": ""58.80"", ""quinella place 2"": ""12.00"", ""quinella place 3"": ""28.90"", ""quaddie"": ""2300.00"", ""trifecta"": ""1128.20""}"
ascot-2026-03-18-r1,"{""quinella"": ""17.30"", ""exacta"": ""43.20"", ""trifecta"": ""77.20""}"
ascot-2026-03-18-r2,"{""quinella"": ""4.70"", ""exacta"": ""6.90"", ""trifecta"": ""32.40""}"
ascot-2026-03-18-r3,"{""quinella place 1"": ""3.90"", ""quinella"": ""4.30"", ""exacta"": ""12.60"", ""quinella place 2"": ""2.40"", ""quinella place 3"": ""3.90"", ""trifecta"": ""29.80""}"
ascot-2026-03-18-r5,"{""quinella place 1"": ""6.10"", ""quinella place 2"": ""4.60"", ""quinella"": ""25.00"", ""exacta"": ""52.30"", ""quinella place 3"": ""7.20"", ""trifecta"": ""163.50""}"
ascot-2026-03-18-r4,"{""quinella place 1"": ""3.50"", ""quinella place 2"": ""7.60"", ""quinella"": ""11.60"", ""exacta"": ""58.30"", ""quinella place 3"": ""6.90"", ""trifecta"": ""181.10"", ""early quaddie"": ""737.70""}"
ascot-2026-03-18-r6,"{""quinella"": ""6.30"", ""exacta"": ""17.30"", ""trifecta"": ""29.00""}"
ascot-2026-03-18-r7,"{""daily double"": ""44.90"", ""quinella place 1"": ""10.10"", ""quinella"": ""36.10"", ""exacta"": ""46.00"", ""quinella place 2"": ""9.70"", ""quinella place 3"": ""6.90"", ""treble"": ""527.00"", ""trifecta"": ""355.10"", ""quaddie"": ""5474.00""}"
happy-valley-2026-03-18-r1,"{""quinella"": 164.55, ""exacta"": 147.8, ""trifecta"": 1144.0, ""trio"": 218.8, ""first4"": 840.8, ""quartet"": 12641.6}"
happy-valley-2026-03-18-r2,"{""quinella"": 17.8, ""exacta"": 37.6, ""trifecta"": 232.7, ""trio"": 42.3, ""first4"": 59.1, ""quartet"": 1172.4}"
happy-valley-2026-03-18-r3,"{""quinella"": 68.9, ""exacta"": 157.4, ""trifecta"": 2455.4, ""trio"": 344.7, ""first4"": 583.9, ""quartet"": 17596.7}"
happy-valley-2026-03-18-r4,"{""quinella"": 5.5, ""exacta"": 11.5, ""trifecta"": 203.6, ""trio"": 49.1, ""first4"": 51.8, ""quartet"": 1064.1}"
happy-valley-2026-03-18-r5,"{""quinella"": 6.2, ""exacta"": 15.4, ""trifecta"": 62.6, ""trio"": 11.6, ""first4"": 12.4, ""quartet"": 280.1}"
happy-valley-2026-03-18-r9,"{""quinella"": 22.8, ""exacta"": 51.0, ""trifecta"": 177.7, ""trio"": 21.4, ""first4"": 80.2, ""quartet"": 1975.9}"
happy-valley-2026-03-18-r7,"{""quinella"": 51.55, ""exacta"": 76.5, ""trifecta"": 289.0, ""trio"": 43.1, ""first4"": 48.9, ""quartet"": 1086.7}"
happy-valley-2026-03-18-r8,"{""quinella"": 10.55, ""exacta"": 19.3, ""trifecta"": 86.0, ""trio"": 27.3, ""first4"": 79.7, ""quartet"": 1084.0}"
happy-valley-2026-03-18-r6,"{""quinella"": 14.75, ""exacta"": 21.5, ""trifecta"": 171.8, ""trio"": 68.3, ""first4"": 82.0, ""quartet"": 1289.6}"
caulfield-2026-03-18-r1,"{""quinella"": ""8.40"", ""exacta"": ""12.00"", ""trifecta"": ""24.40""}"
caulfield-2026-03-18-r2,"{""quinella place 1"": ""8.80"", ""quinella place 2"": ""10.90"", ""quinella"": ""6.30"", ""exacta"": ""11.20"", ""quinella place 3"": ""3.00"", ""trifecta"": ""99.70""}"
caulfield-2026-03-18-r3,"{""quinella"": ""3.20"", ""exacta"": ""2.90"", ""quinella place 1"": ""1.60"", ""quinella place 2"": ""2.40"", ""quinella place 3"": ""6.30"", ""trifecta"": ""13.10""}"
caulfield-2026-03-18-r4,"{""quinella"": ""2.90"", ""exacta"": ""6.40"", ""quinella place 1"": ""1.40"", ""quinella place 2"": ""3.90"", ""quinella place 3"": ""3.70"", ""trifecta"": ""24.60"", ""early quaddie"": ""38.80""}"
caulfield-2026-03-18-r5,"{""quinella"": ""13.60"", ""exacta"": ""24.10"", ""quinella place 1"": ""4.80"", ""quinella place 2"": ""6.80"", ""quinella place 3"": ""7.40"", ""trifecta"": ""173.00""}"
caulfield-2026-03-18-r6,"{""quinella place 1"": ""5.70"", ""quinella place 2"": ""8.10"", ""quinella"": ""8.50"", ""exacta"": ""15.40"", ""quinella place 3"": ""3.50"", ""trifecta"": ""85.40""}"
caulfield-2026-03-18-r8,"{""quinella"": ""5.30"", ""exacta"": ""7.90"", ""daily double"": ""12.10"", ""trifecta"": ""27.90"", ""treble"": ""55.80"", ""quaddie"": ""361.70""}"
